text,polarity
جيدة يجب ان تتوفر في البيت حيث انها رخيصة.,1
مممممتاااازه,1
منتج جيد ومناسب لسعره,1
الالة ممتازة وأنصح بشرائها سريعة في ازالة الشعر ودقيقة والاضاءة مساعدة جدا وأشكركم  على الدقة والسرعة في موعد وصول السلعة,1
جيدة جدا من ناحية مفعولها وتأثيرها على مدى شهر واحد ستلاحظين النتائج الإيجابية باذن الله.,1
يعطيكم الف عافيه السلعه ممتازه,1
I will not recommend this product,-1
قد يكون جيد ولكن لاتبدو جديده,-1
"لا تستحق مبلغ 50 ريال ,, وليس بها مساج بل بها هزاز مزعج",-1
عملي وينقصه وصلة الكهرباء للاستخدام في المنزل,1
لم اكن اتوقع انه مفيد وعملي الى هذه الدرجه,1
فكره الحذاء جيده. اتمنى ان تضعو خيار لاختيار المقاس المناسب,0
Vary good,1
سلعة ممتازة من الناحية الصحية ولكن كان من الممكن أن تكون أفضل لو اعتمدت على الشحن الكهربائي حيث أنها تحتاج للكثير من البطاريات,0
الخامه سيئه والاداء فاشل,-1
يكون هذا المنتج مثاليا بعد عدة جلسات في المستشفى,1
جيد جدا وانصح باستخدامه يوفر وقت ومجهود,1
منتج في غاية الروعه,1
سماعه شكلها ولونها رائع وخفيفة الوزن وتفي بالغرض كاستخدام للجوال او اجهزة ام بي ثري والام بي فور واخرى,0
Good,1
رررائـــــــــــج جداااااا,1
Nice headphone for exercise and lesson to music go with android mobile,1
قلنالكم غير جيد ويؤلم الأذن وغير مريح وسعره عالي جدا بالنسبة للسماعات الأخرى,-1
صوت نقى جدا ومريحة وسعرها رخيصه اوى,1
سماعه ممتازة و سعرها رائع,1
باختصار..... ممتاز,1
سلك قصير و الصوت سئ و التغليف سئ جدا,-1
لم استخدمها طويلا، أهديتها وأشتريت أخرى أكثر تطورا وثباتا، وطبعا أغلا سعرا، وما أعتقد أن هناك ضرورة لكتابة 100 حرف.,-1
العلبة مفتوحة - من غير شاحن - بعد الشحن اكثر من 10 ساعات لا تعمل الا 15 دقيقة - التعليمات بالاوديو لا تعمل - لا تعمل الا على جهاز موبايل واحد رغم ان على النت يمكن تشغيلها على موبايلين,1
أعجبتني السماعات .. أستخدمها في مشاهدة الأفلام بالكمبيوتر وهي مريحة للغاية وذات صوت جيد جداً,1
تقيمى المتواضع,1
جيدة وعملية جدا واصبح تغيير الحقائب اسهل وامتع.. ولها مكان مخصص لكل شئ في الحقيبة... ومن السهل ايجاد ما اريد بسرعة..,1
شنطه مطلوبه الحفظ الاغراض داخل الحقيبه,1
للاسف اساسا ما اقدر اختار للون لأنو ما ينظغط .. وانا اتوقعت انو نفس اللون الي في الصورة وعلى دا الاساس طلبتها .. بس جاني موف بعيد تماما .. ياليت اعرف ايش السبب انو ما اقدر احدد اللون من بدري .. والمنظمة كويسا وحجمها حلو .. شكرا,-1
احجامها متنوعه,1
القرص خفيف وسعته مناسبة جدا,1
السلعة ممتازة جدا والسعر مناسب,1
تساعد على سرعة تعبئة الأكواب خصوصة في العزومات للمشروبات الغازية العائلية بكافة اشكالها وانواعها.....,1
منتج جميل كما تم وصفه,1
هذا القرص ممتاز، فهو سريع في نقل الملفات بفضل تقنية USB 3,1
عمليه جدا بسعر مناسب جدا تتناسب مع احتياجااتنا اليوميه حتى انها تناسب السيدات في حالات الطوارئ..,1
- إيجابيات و سلبيات بلاك اند ديكر A7122-XJ طقم مفكات براغي,1
الجهاز غير عملي ومن خامات رديئه,-1
جميله جدا توفر مساحه كافيه للتخزين وحفظ الامتعه ويمكن اعادة استخدامها مرة اخرى,1
صندوق رائع وجودته ممتازة وبسعر مناسب .. لاغنى لبيتك عنه لحفظ جميع اداواتك وعدتك,1
انصح به لصديق و قريب,1
انصح بشرائها,0
سلعة رائعه,0
يوجد عيوب فى التصنيع خامة رديئة ولا انصح بشرائها,-1
عملي ومفيد وحجمة مناسب,1
صندوق رائع وجودته ممتازة وبسعر مناسب,1
صندوق رائع لا غنى لكل بيت عنه لحفظ العدد والادوات,1
السلعه جيده لكن لا يمكن الاعتماد عليها وحدها حيث ان المقبض بها لا يمكن التعامل  به  ويحتاج الي مقبض جيد,1
الجودة غير توقعاتي,-1
ممتازة ومريحة لو في ثلاث عجلات للدرج اريح وافضل,1
الجهاز جيد و عملي للاستعمال المتوسط... اهم شي تركيبة الدهان و تخفيفة حسب نوعه.. اذا الدهان سميك رح يتعب الجهاز و ممكن ينحشر الصمام.. و اذا خفيف ماممكن رح تحتاج تدهن اكثر من وجه.. انا استخدمت دهان ايميلشن سيلك فينيش.. استخدمت تقريبا نصف لتر ماء مع لترو ربع دهان و كانت النتيجة جيدة و الماتور كان مرتاح و لكن بعض الاحيان كنت اعمل وجهين بسبب وجود اثار اقلام حبر على الجدران.. تنظيف الجهاز سهل.. اغسل العلبة البيضا بالماء و الصابون بعد ذلك املائها ماء مع صابون و اشبكها عالجهاز و شغله و رش حتى تنظف الصمامام الداخلي .. بعدين اغسل القطع البلاستيكية غسيل عادي بالماء والصابون...,1
عند بدايات استخدامي انكسر المقبض والذي يقوم بحمل قطع المفك ...,-1
جودة سيئية للشنطة نفسها وجميع الادوات داخل الشنطة بل حتى ان الادوات داخل العلبة متفككة وليست ثابته في اماكنها  ... لا انصح بالشراء,-1
سهولة في الاستخدام,1
جدا رائعه وامنه وسهلة الاستخدام  ولم اندم على شرائي السلعه وخفيفة الوزن وهي مطابقه لصوره وشكرا على  امانتكم,1
عندما قمت بسن السكين لاول مرة بدلا من ان يسن السكين تاكلت خامة المسن,-1
السلام عليكم القطعه رائعه جدا تستاهل المشترئ لانها توفرعليك اشياء كثيره ومفيده بشكل عام للاعمال المنزليه شكرا لكم على التقيد بالمواعيد وسرعت شحن المشتريات من موقع سوق كم اتمنى لكم التوفيق والرزق الحلال ودمتم بخير؟؟,1
- إيجابيات و سلبيات Hard Disk 1TB PC هارديسك داخلى 1 تيرا للجهاز المكتبى,1
منتج جدا رائع شكرًا,1
سهلة الاستخدام وخفيفة الوزن ولها استخدامات عديدة ومن الجيد وجودها في البيت او في السيارة واي مكان اخر,1
جيد للأعمال الخفيفة,1
ممتازة ومناسبة لفك البراغي الصغيرة والمتوسطة بسهولة,1
انا جربتها على الخشب والبلاستيك السلعة ممتازة للحفر عليهم كأنها قلم خط تكتب ما تشاء فيه ما ينقص عليك غير تكون فنان بالخط والرسم,1
- إيجابيات و سلبيات بخاخ لعصر الليمون,1
جربته زيت جيد جداا للشعر,1
حسب كلام الاطباء لاتسبب حساسية جلد ونوعية تعتبر اكثر من الممتازة,1
لا بأس به ، لكن مقارنة بالسعر فهو غالي وخاصة بعد اضافة سعر الشحن يصبح غير مناسب,0
زيت فعال جدا ومفيد لتطويل الشعر ومنع تساقطه,1
منتج جيد وانصح كل انسان يوجد لديه تساقط او صلع,0
السعله الكل يمدحها ولكن ولم يتم تجربتها حتى الان,-1
بصراحه ممتاز وفعال,1
راي سلبي جدا,-1
هذه الاداه رائعه وتمكن من لف الشعر بطريقه سريعه اسرع من الفير وتسخن بسرعه,0
سهلة الاستخدام وعملية وسعر منافس,1
جيد بشكل عام,1
خامة ضعيفة,-1
الحرارة ممتازة والفرش جدا عملية,1
منتج فاشل لايستحق حتى ريال واحد ولا انصح أحد بشراءة,-1
جيد والتوصيل حسب الموعد,1
منتج يوفر علي كثير من الوقة طوال اليوم و ايضاً سهل الاستخدام  والنوعية ممتازه بحكم تجربتي للمنتج سابقاً,1
منتج ممتاز للشعر الطويل  يجفف الشعرويلفه بنفس الوقت بس لازم تعيدين بالاستشوار على اعلى الشعر لانه ينفش,1
شكله رائع ووزنه خفيف,1
رائعه وعملية . تسهل عملية تسريح الشعر. لها فرشتين للشعر بمقاسين مختلفين تناسب طول الشعر المتوسط والطويل. صناعه صينية. سرعة التوصيل.,1
يحتاج الى مقتنيات,-1
المنتج ممتاز ولكن تم ارسال سلعة غير مطابقه للمنتج الموجود في العرض,-1
لا يعمل بالشكل المتوقع,-1
رايه جدآ ممتاز واشكرك صاحب السعلة,1
الجهاز اصلي ووصلني خلال اربع ايام,0
جهاز رائع يمتاز بصوت منخفض وخيارات كثيره للاستخدام,1
كافة البيانات سليمة والسلعة رائعة جزاكم الله خيرًا,-1
"السلعة ممتازة, انصح بها",1
السلعة ممتازة وتستحق الشراء حقيقة .. شاشة واضحة ولمس جيد جداً ..,1
ممتازةالسلعة مطابقة للوصف تماما وتعتبر ممتازة مقارنة بشاشات الملاحة الصينية الاخرى حيث جربت اكثر من واحدة وهذه تعتبر افضلهم وتستاهل المبلغ المدفوع,1
- إيجابيات و سلبيات جهاز ملاحة 7 بوصة مع خرائط الخليج والاردن و مصر و تركيا  و المغرب و اوروبا بريطانيا  و افريقا:,1
يتميز هذا الجهاز بخدمة الاوامر الصوتيه لكن باللغه إلانجليزية .. كما انه لايدعم حركة المرور عن طريق الجهاز مباشرة الا عن طريق ربطه بالهاتف النقال .. الخدمة متوفره فقط لاوربا عن طريق الجهاز فقط,1
شاشة متازة انصحكم بقتنائها لفورد تورس 2013 -2015,1
جهاز جيد بالنسبة لسعره,1
الجهاز ممتاز .... والبائع يشكر على التعاون ....,1
هذه السلعة ليست عملية أبدا، بل هي أقرب إلى أدوات الزينة منها إلى الأدوات العملية.,-1
طقم ممتاز جدا انارة ناعمة جدا في الحديقة تضيف جمالا عند الممرات أو الأحواش,1
سعر مجنون,-1
مقبول نوعا ماء,-1
جودتها عالية ومرنة جدا للاستخدام,1
هل بدة التحكم تشتغل على الكمبيوتر pc,1
ده بالرسيفر ولا بدون لل كمبيوتر,1
السلعه مطابقه للمواصفات المذكورة عملية وخفيفة الوزن,1
سلعة متناسبه مع سعرها فهي جديده في أسواق الخليج واتمني اجراء التطوير والتحديث عليها حتي يتم الاستفادة منها من قبل اكبر شريحه من الناس,1
سيئ جدا ولو فيه وصف اكثر من ذلك لكتبته,-1
سلعه ممتازة و مواصفاتها عاليه و تتمدد بشكل جيد جدا ولكن هناك بعض التسريب من مكان الربط,1
انصح بأقتناء ذلك الخرطوم لانه ضروري للمنزل,1
استعملت المنتج واعجبني في سهولة استعماله وتركيبه ولا ينثني عند السحب ولا يتعقد,1
سلعه ممتازه جدا جدا جدا جدا خفيفه الوزن الوان جزابه وتحكم ممتاز فى ضخ الماء مما يساعدك فى التكم فى الرش,1
تقييم خرطوم الماء المتمدد المرن - خفيفه لا تأخذ حيز - سريعة التلف والتمزق - تأخر وصولها الى 14 يوم - على العموم ممتازه نوعا ما و سأشتري آخر قريبا.,1
لا انصح بشراء هذا المنتج,1
"سلعة ممتازة كما في الوصف, انصح به لاي حديقة حيث ان السعر جيد...",1
هذة السلعة ممتازة وعملية ولكن فى مصر لن تعثر على المنتج الاصلى ولو عثرت علية هتلقية بضعف التمن ولكن هذة السلعة متوسطة الخامة والسعر معقول,0
آلة قلي البيض رائعة ومدهشة جدا وسهلة الاستخدام واقتصادية كنت متردد في شرائها ولكن الان اعجبتني وانصح بشرائها,1
الطقم كان في غايه الروعه\ والسلعه موافقه للمواصفات واشكركم على الجودة والسرعه في الطلب\ وانصح بالتعامل مع البائع,1
طقم رائع كهدية,1
اعجبني الشكل لكن جودته لاتناسب سعره,-1
- إيجابيات و سلبيات قطاعة الثوم المبتكرة:,1
سيئة جدا جدا,-1
آخر فانتازتك,1
رائع وسريع,1
منتج رائع بالفعل. له اكثر من سنة معي وجودته ثابتة,1
قطاعه البصل سهله وخفيفه وبتنظف علي طول وشكرا لكل القائمين علي سوق كوم,1
ليست حافظه للحراره وليست كما في الصورة,-1
ممـــــــــــــــــــــتازة,1
ممتازة ورائعه جدا,1
السلعة وصلت من البائع سريعاً و هذا شيء جيد و لكن ..,-1
عيار 21 ، طقم كامل من الذهب ، تشكيله مميزه .,1
جدا ممتاز وتحفظ الحرارة بشكل ممتاز,1
لم استطع استلامها لدواعي السفر,1
جودة عالية,1
جميله وسلسه عند إستخدامها,1
- إيجابيات و سلبيات كوركماز استرا تريو طقم قدور 3 قطع-A1803,1
الصراحة تعبنا من الأكواب التقليدية ، وأنا عندي تجارب كثيرة مع الأكواب سواءا بإنسكابها أو سهولة كسرها  ، لكن مع كونتيقو contigo غييير جربتها والآن عندي أكثر من سنة وبنفس الكفاءة .. وأشتريت لأسرتي منها وكان رأيهم إيجابي عنها .. ومتوفرة بعد بأشكال وألوان جذابة وهذا الشي إلا نبغاه في الأكواب,1
منتج يستحق الشراء,1
السلعة جيده وعجبتني كثيرا ما يقلقني كثرة التنبيهات بخصوص الاستعمال,0
اشتريت 6 حبات هدايا للأقارب.,1
الخامة سيئة ولا تعمل,-1
سلعه مميزه وجودتها عاليه والتصمميمات مميزه ولا اروع نشكركم علي توفير السلع عالية الجوده وننتظر المزيد,1
هي حلوة للحلويات والآيس كريم بس لان حجمها صغير جدا لا تصلح للشوربة,0
أفضل لو أنها أرخص,1
حجمه مناسب والخامة كلها stainless steel  والسعر مناسب,1
حلوة جدا,1
سلعة ممتازة ورائعة وعملية جدا وشكلها فخم للضيافه,1
اداء الالة رائع جدا وسهل وتقوم بصنع البيتزا بجودة عالية وسرعة,1
انها بلاستيك غير قابلة للكسر بسهولة-- وشكلها المتميز -وسهل التعامل معها- حجمها الصغير- يفضل ان يتوفر منها الاثنا عشر container,1
- إيجابيات و سلبيات ستاند كاب الكيك المطور,1
هذه القطاعة لا تعمل بالشكل المطلوب وتركيبتها هشة جدا وغير متماسكة و  بالتجربة لا تستطيع,-1
صاج تحمير السنمبوسة بدون زيت سلعه رائعه   وسهله الاستخدام  وكنت بصراحه ابحث عنها فوجدتها والحمد الله  والله يعطيكم  الف عافيه  على سرعه التوصيل,1
خفيفة وصغيرة الحجم وفعالة بشكل كبير خصوصا في الحفلات وأثناء مشاهدة التلفاز,1
- إيجابيات و سلبيات الة إمتصاص الدهون:,1
اواني مطبخ رائعة  حقا سلعة ممتازة .,1
حجمها مناسب وتحتفظ بالحراره مده طوييله وتصلح للعائله الصغييره,1
منتج شكله جميل جدا وعملي حتى تقدر تقدمه في وجود ضيف على الغذاء واستخداماته كتيرة,1
ممتازة وتحفظ الكورن فليكس  وفي متناول يد الجميع وحجمها كبير وانصح بشراءها  للناس الذين يفضلون البلاستيك انا عن نفسي افضل البلاستيك لانه سهل في النظافة وامن على الاطفال,1
غير جيدة,-1
سيئة وصغيرة الحجم لا تنفع للبطيخ انصح بعدم شرائها,-1
سلعة عملية وممتازة  تختصر مساحة بشكل ملفت ومميز للضيو فك ..وقوية ومتينة ابهرت بعا زةاري ..والمثي  سأل عنها ومن اين  اشتريتها..شكرا جزيلا,1
"الحقيقة سلاقة البيض مميزة و مريحة ,, و من خلال التجربة من قرأته رأيه واقعا",1
أنصح بها لكل الأمهات ولكل العرسان,1
جدا سئية ولا يوجد صحة لعنوان السلعة,-1
مفيدة جدا في المطبخ وتستاهل سعرها,1
ماهياش قادرة تخدش قشرة البطيخة حتى .. ده غير انها ضعيفة جدا وكانت هتتخلع من بعضها لمجرد الضغط عليها شوية,-1
جيد جدا  انا معجب بهذه السلعة وشكرا لكم والأحسن أنها من الستينلز ستيل غير قابلة للصداء,1
يجب الانتباه فهي تسن السكين والمقص بشكل مقبول لكن الحذر فهي تتحرك من السطح المفروض ان تلتصق به وعلى العموم براي مقبوله.,-1
"البلاستيك المصنوعة منه .معاد تصنيعه .كماأني استلمتها مكسورة من الأعلى ,لكنها جميلة وتناسب اطعمة الاطفال .",-1
حلوة جدا و عملية و سهلة الاستخدام,0
لقد اشتريت هذا السكين من الموقع على أساس أنها تسطيع تقطيع الأطعمة المجمدة بمهارة ولكنني اكتشفت أنها لا تستطيع تقطيع أي شيء حتى الجبنة البيضاء أو الخطروات,1
المنتج رائع جدا,1
سلعة ممتازة   ،   انصح  الجميع  بشرائها ،,1
شكرا على تعاونكم,1
منتج جيد جدا و سهل الاستعمال,1
المنتج عملي جدا والمقاس كبير,1
اله بطيئه في عمل غزل البنات ولا تعمل غزل النات صح بالنسبه لسعرها,-1
الموتور قوي وسريع,-1
شكل رائع ويوجد بجوانبها كليبس لتثبيت الغطاء أثناء التنقل عمليه ورائعه,1
تم استلامه من البائع وهو متعطل ولا يعمل نهائياً,-1
جملية جدا ومريحة ولكن كنت قد رأيت مثيله لها ولكن بشاحن كهرباء وهذا اجمل واوفر من البطاريات .. تحياتي ..,0
جيدة الى حد 70%  وانصح كل من يشتريها بان يتعامل معها برفق حتى تدوم معه وكذلك لكل الاجزاء وخاصة قطاعة الطماطم وفرشة التنظيف,0
ممتازة حيث تدخل في عدة استخدامات توليع فحم  وتحمير حلويات وكرملة سكر مع احساس بالامان في استخدامها وتمتاز بالهدوء,1
ابتكار جميل لفصل الصفار عن الزلال بطريقه سريعة وسهلة  ممتازة خامة جيده وسهلة الاستعمال,1
عملية وسهلة الاستخدام,1
ممتازة جدا طبق المواصفات المذكورة اشكر البائع على المصداقية,1
السلعة جيدة. المعدن متوسط الجودة ولكن مقبول بالنسبة للسعر. الحجم اصغر مما تبدو عليه في الصورة. تصلح لوصفة كيك صغيرة.,1
رائع جدا,1
لا يمكن إستخدامها إلا في قدر مسطح تماما، ويجب أن يكون مستوى إرتفاع الطعام فيه محدد لا يزيد ولا ينقص. كما أن الكثافة إن زادت لا تدور اليد وإن قلت تناثر الطعام!!,-1
روعة,1
اصغر من الصوره وتغليفه سيء,-1
أتمنى أن يكون منها أحجام أكبر لتصبح الفوائد أكثر,1
جيد وسهل الاستخدام ارجوا ان يصمد ولا يصاب بعطل,1
ممتازه جدا وجميله ولا تاخذ حيزا كبيرا في المطبخ,1
كنت  اتوقع  انها  اكثر  وزنا,-1
شكرا,1
الجهاز جداً عملي ووممتاز يوفر عليك والوقت والجهد وسهل الاستخدام أنصح الجميع شراء هذي السلع من واقع تجربتي.,1
الاله عملية وافضل ما حببني فيها هو انها تعمل البيض بعدة طرق جميله وسريعه مما ادى الى تنافس اطفالي عليها الذي اعاني من قلة اكلهم بشكل عام.,1
انها عملية وجيدة وسهلة التنظيف,1
السلعة ممتازة ولكن التسليم كان متأخرا جدا بعد ستة عشر يوما من الشراء واللون أصفر و ليس أسود كما هو مكتوب في وصف السلعة,1
هى غير عملية على الاطلاق حيث تحتاج ليمون كبير جدا ولا تناسب الدارج من الليمون المصرى ولا انصح بشرائها,1
كوب لتحضير العصائر مميز لتحضير العصائر بسرعة وسهولة وانصح بشراء وذلك لسهولة تنظيف الكوب وتحضير العصائر بسرعة,1
لا بأس به,0
رااااائع,1
انصحً. بها.      والسعر مناسب,0
- إيجابيات و سلبيات سانيب برايت طقم قدور ومقالي 3 قطع ‫‫(أزرق)-BSD07250,1
ممتازه نوعا ما,0
الصينية صغيرة جدا بالنسبة للسعر,-1
قطاعه جيده جدا وعمليه,1
جيد وممتاز جدا بس مشكلته في التنظيف فقط.,1
ما انصح فيها تمنيت اني ما اشتريتها حاولت اقطع فيها البطاطس حلزونيه لكن ماتعمل بالطريقة الصحيحه رديه الصنع,-1
لا انصح بها ابدا,-1
اعجبتني السلعة ،، رائعة التصميم و الالوان ، الجودة متوسطة,1
رائع لكنه ينقطع بسرعة,0
راضي عن المنتج,1
- إيجابيات و سلبيات قطاعة الخضار بروفي بريميوم سلايسر,1
حنفية البيبسي ممتازة ورائعة,1
جيده وكذلك السعر مناسب لحجم العلب الموجوده ويمكن التخزين على حسب الاحتياجات او شراء المزيد للمحافظه على الاطعمه,1
الصراحه السلعه جيد وانا اليوم استلمتها وانصح بشرائها واشكر البائع,1
شكرا لك ع مصداقيتك,1
ممتازة وخفيفة الوزن ويوجد مكان لتخزين وحفظ البخور,1
في الحقيقة منتج ممتاز وتستحق الثناء والاقتناء وقد قمت بشرائها عن طريق موقع سوق كوم  وإن كان هناك تأخير في تسليمها لي ولكنها ممتازة بكب صراحه وبعيد عن أي مجاملة .,1
ممتازه وعملية ومتعددة الاستخدام ولاتحتاج الى مساحة كبيرة ولونها مناسب مع ديكور المطبخ واتمنى ان يكون لها مثيل من الالمنيوم او الاستيل,1
سلعة جيده جدا وسهلة الاستخدام,1
نظيفة وجيدة وسهلة التركيب وتمتاز بليونة مريحة في الشراب للعصير البيبسي وازالة الغازات ايضا,0
اعجبتني فكرة فصل الأحذية عن حقيبة الملابس اثناء السفر والمحافظ عليها وع نظافتها وسهله في مشاهدة الاحذيه واختيار المطلوب بسهوله,1
سلعة جيدة جدا وتخزن اعزكم الله الجزم بشكل مرتب لكن التجميع او التركيب فيه صعوبة,0
خفيف عملي,1
السلعة ممتازة وذات خامة بلاستيكية متينة ترتب الاحذية في شكل انيق ونظيف وﻻ تأخذ حيز كبير حيث يمكن تعليقها خلف اي باب .واشكر البائع على جودة منتجه ومصداقيته في مطابقة المنتج للمواصفات والصورة المرفقة بالسلعة,1
جيدة والبائع كذلك جيد ويستحق الاشادة,1
- إيجابيات و سلبيات جهاز قياس نسبة الملح والحرارة للمياه,1
منتج حلو وسهل الاستخدام وغير مكلف بس المشكلة انة مافي طريقة استخدامة,1
جيده والشكل جميل وخفيفة الوزن وعمليه .,1
فكرة جميلة وعمليه وسعرها معقول العيب الوحيد ان خمتها ضعيفة شويه لكن فى المجمل هى جيده ....................,1
توصيل سريع والبضاعة  مرة ممتازة وصلتني سليمة و مغلفة ونظيفة ولي تعامل معك  مرة أخرى . شكرا لك,1
السلعة تستاهل اكثر من السعر الي شريتها به وفرت ليي مساحة في شنطة السيارة ونظمت الاغراض الموجودة,1
١- الغليف جيد ولكن وصلت متظرره ومطعجة لضعف الخامة,-1
"السلعة ممتازة للغاية ومصنوعة من مواد عالية الجودة, كما أنها عملية وسريعة في غلي المياه وسعرها ممتاز مقابل الجودة العالية وأنا سعيد جدا بها .. وانا أنصح الجميع بأقتناء السلعة لأنها توفر الوقت خاصة قبل الأنطلاق للدوام.",1
الاسم : impulse sealer,1
جيده جدأ وممتازة وسماكة الارجل وقوة الدعمات لها وسلاسة القماش واتمنى ان نرى افضل واحسن ادا كان لديكم,1
اختراع ذكي و سهل ورخيص ويمكنك من الاستغناء عن اختبارات المختبرات الكبيرة,1
ممتازة سهلة التركيب ....,1
افضل نوعيه وشكلها جميل,1
المناديل لاتقوم بفائدتها.. تترك بقعة بيضاء ع الملابس ورائحتها سيئة جدا,-1
رديئه جدا جدا,-1
قمت بطلبها مرتين وفي المره الاولى تم ارجاعها وذلك لارسالهم منتج تنظيم شنط خلف الباب,-1
- إيجابيات و سلبيات Magic Tap Drink Dispenser,1
ممتازه جدا يمنع دخول الاتربه والحشرات ويحمي المنزل من الاوساخ وسهل الإستخدام  وانصح الجميع باستخدامه,1
الخامة خفيفة ولابد استعمالها بحذر,1
السلعة بطيئة غير متزنة تتفكك بسرعة بطيئة غير عملية,-1
خامة جيدة ومتينة والتصميم جذاب جداا والسعر مناسب جدا وفترة التوصيل والشحن ممتازة وتغليف السلعة جيد,1
خفيفة و سهلة الاستخدام و تنظف جميع الاسطح. يمكن استخدامها في الاسطح المبللة لكن الجهاز لايمكن وضعه داخل الماء. تحتاج لبطارية لايمكن وصلها بالكهرباء.,1
هذه السلعه كنت افكر انها جيده ولاكن العكس سئيه وكنت افكر في اقتنائها ولاكن تم ارجاعها للعميل لانها لاتعمل,-1
Useful item that arranges my bags though the material seems to be not that much but good anyway........,1
صغيرة جدا ولا تأخذ مساحة في الحقيبه. سهلة الطي وعملية. الوانها رائعه. مصنوعه من البلاستك لايمكن وضع الملابس الثقيلة جدا عليها.,1
رااائعة وعملية,1
خصائص المنتج جيدة لكن جودته سيئة جدا ولا انصح بإقتنائه,-1
المضخة لا تعمل اذا انا اشترى مروحه وليس مبرد هواء وتقدمت بشكوه ولم يهتم احد بي حتى الان فقمت بتصليحة على حسابى لذا لا انصح احد بشراؤه,-1
خفيفة عملية تعمل بكفاءة عالية تصميم متقدم,1
"الممسحة ممتازة, والسعر معقول",1
أنصح بها,1
السلعة جيدة جدا ، واستعمالها مفيد ، قد أقدتي قطعة أخرى منها ، إن حصلت عليها بنفس السعر الأول,1
فكرة رائعة وتفي بالغرض تماماً,1
روعه صراحة وخصوصا فتحات الشحن يواس بي,1
للاستعمال المنزلى والسيارة والحديقة,1
رائعة وخفيفة وسرييعة في الاستعمال انصح بأستخدامها ومحافظ في شكلها الى ان وصلت,1
السلعة ممتازه جدآجدآ وأنصح الجميع بشراء هذا المنتج لانه يوفر عليك عناء الخروج في الشمس وفي حال وجودك في الشقة فهو مناسب جدآ لك  وفي حال سقوط المطر فهو مناسب جدآ جدآ,1
"السلعة جميلة جدا , لكن أنصح البائع بالاتصال على المشتري والتواصل معه بشأن اختيار اللون المناسب للمشتري",1
عملية و خفيفة الوزن ومتوسطة الحجم . لاتأخذ حيز من المكان تصلح لعائلة صغيرة . للاسف غير مقاومة للصدء.,1
"أقلام رائعة جداً لتغطية خدوش الأثاث الخشبي والأرضيات , أنصح الجميع باستعمالها.",1
مريحة في الاستخدام وسهلة التنظييف,1
فكرة جديدة ورائعة وبالفعل تم تطويرها بحيث لاتنتقل الحرارة الى اليد أثناء التشغيل ولكن يوجد عيب كبير في المنتج وهو أنه في حالة تشغيله لفترة طويلة متواصلة سرعات مايتمزق الغطاء البلاستيكي العلوي وكذلك القاعدة البلاستيكية بسبب الحرارة، وكذلك يوجد صعوبة في خروج الدخان من الاعلى بسبب وجود سدادة داخلية لاأعلم مافائدتها وللعلم فقد قمت بإزالتها مؤخرا.,-1
الله يعطيك العافية,0
جيد بالنسبه للبطاريات,1
سلعة فعلا مطورة ومعالج فيها سلبيات الموديلات الأخرى سواء من السخونة والتحمل والأمان,1
جيدة نوعا ما,-1
جيده ومناسه,1
ممتازة أعجبتني كثيراً لكن صلة الوصل بين القاعدة والذراع ضعيفة فانكسرت الممسحة بسرعة,1
السعر اعلى من السوق,0
سلعة ممتازة وجسم قوى وتثبيت قوى على سطح املس وذراع معدنى يزيدها قوة,1
سهل الاستخدام والتنقل بة الى اي مكان ليس فية ضررر او مخاطر على الصغار,1
البضاعة ممتازة وكما كان متوقعا.,1
انصح الجميع بشرائها,1
جميل ومرتب حيث يحمل عدد خمس فرش اسنان بالاضافة الى المعجون.فكره جميله وعمليه,-1
منتج رائع وانصح به كل شخص,1
بعض السكاكين تلمة والباقى  السكاكين كويسة,0
السلعة جيدة جدا بإستثناء بعض الوانها الغير مناسبة ولاكن مفيدة وعملية وتساعد في جمع الأغراض دفعة واحده,1
ممتازة جدا .... و القواطع يتاعتها حامية و نضيفة و شهلة التنظيف .... موفرة للوقت و الجهد بصورة كبيرة جدا,1
خامه ضعيفه جدا ورديئه وليس كما بالصوره ولا يحمى من اى شئ,-1
ممتاز جدا ويعمل بالبطاريات وشكلة متناسق وجميل,1
انصح بها,1
المنتج غير عملي و معرض للتلف سريعا,-1
good product,1
السلعة مناسبة مقارنة بسعرها,1
رائعه و جيده و تؤدي الغرض المصنوعه من اجله و كذلك المواد المصنعه منها جيدة و انصح بقتنائها للاهل و الا صدقاء و الزملاء في العمل,1
جيدة جدا . ماعدا كون جسمها الخارجي غير عازل للحرارة,-1
راااااااااائعة جدا جدا,1
سعيد جدا بامتلاك هذه العصارة لجودتها وسهولة استخدمها وسرعة ونقاء العصير بها,1
ممتازه العيب في حجم الكاس,1
هذه التاجرة صادقة جدا,1
قمة في الروعة والسعرر جدا ممتاز على الجوده والنوعيه,1
تصميم رومنسي فعلا و جودة ممتازة ، شكرا لكم,1
حلووووووووووووو,1
رائعه جد,1
مناسبة لسعرها و لكن لم يعجبني مفتاح الهواء الاضافي حيث إنه عند إستخدامه يقوم بضخ الكثير من الماء و ليس البخار,0
الحجم كويس لاتأخذ مساحة ف التخزين مواصفات ممتازة,1
ممتاز وذو كفاءه جيدة وعملي على الوجه المطلوب,1
ممتازة جدا بالنسبة لسعرها البسيط,1
نابوليتانو  مريحه في الاستخدام   اصنع قهوتك بنفسك,1
