,text,polarity
119,"ميدواي 
يمكنك الذهاب لهذا المتحف الجميل والاستمتاع بأثاره القديمة التي لم تشاهدها الا في هذا المتحف الجذاب وسوف تصطحب كميرتك لتلتقط أفضل الصور القديمة
",1.0
120,"تجربه جميله 
من اجمل الجسور في العالم....كان المرور به مذهلاً.. بعد المرور به توقفنا جانباً واخذنا بعض الصور التذكاريه
",1.0
121,"يونيفيرسال ستوديو 
جميلة جدا ومرتبه وممتعه تحتاج لتخصيص يوم كامل على الاقل للاستمتاع بالعروض والالعاب والذهاب لمنطقة التسوق والتنزه في الستي ووك
",1.0
122,"محبطة نوعا ما 
لم استفد من تذكرتي للتي اشتريت لبومين شاملة اربع مواقع
من بينهم ال
(ماجيك كنج دوم )
الامطار كانت غزيرة واغلب اليومين
لذا
لتوفير متعة اكثر للزوار
ارجو يكون هنالك نوع من المرونة
اما بالاسعار او تمديد المدة
",1.0
123,"الكل في الكل 
عندما نتحدث عن علم والت ديزني اننا نتحدث عن جميع مستلزمات الترفيه الخاصة
بالمتجع من مدن الملاهي والفنادق المطلة على البحيرة
ودوان تاون ديزني حيث النسلية المسائية والمطاعم والمقاهى المتعددة
ان ذالك لممتع لدرجة تفوق التوقعات والتصور
",1.0
124,"مكان رائع 
للامانه دخلتها و ما كنت ناوي اطلع الالعاب حلوه و معظمها ثلاثية الابعاد الي تخليك تعيش الجو و العروض روعة
",1.0
125,"مكان لازم تروحه و لازم تشتري منه 
مول كبير رائع مليان محلات و توكيلات عالميه باسعار رخيصه جدا بطريقه تخليك عايز تشتري من كل محل اسلوب العرض ممتاز كمان فيه مجموعه مطاعم و كافيهات محترمه تقدر ترتاح فيها اثناء التسوق ...
",1.0
127,"جولة في مملكة الشوكلاته 
ذهبنا اليوم في جولة لطيفة لهذا المكان  لا انصح من ليس لديه لغة بالذهاب الى هناك  لانها يعتمد على التقديم  ليس من الأماكن التي اقول يجب ان تزورها  ولكن ان كان هناك فائض وقت لديك للزياره ومالا مستغني عنه.. اذهب إليه  العرض بسيط ليس ذو مؤثرات مبهرة والمعلومات يمكن الحصول عليها من النت  توقعت وجود مفاجآت أكثر و مؤثرات مختلفه  التشويقه تعتمد على الاكشنات المفاجاءة تمنيت انهم قدمو لنا شيء فاخر مما يتم صنعه في المحل  وليس مجرد مراحل صناعه الشوكلاته بتكاليف عاديه  الامر كله.. اني كنت اتخيل سوف ادخل قصة من قصص الاطفال التي تملك كله عالم من الشوكلاته  مثل فلم جوني ديب.. اعتقد اسمه سوين او شيء كهذا
",1.0
128,"المواصلات 
المواصلات سيئه جداجدا ومواقف الباصات سيئه للغايه خاصة وان البلد حاره
",1.0
129,"حماااس 
لعبه جدا رائعه صحيح انه السعر مرتفع بس استمتعت جدا وانصح اللي يبغا يلعبها يستاجرها ساعه لان نص ساعه ماراح تحس فيها
",1.0
130,"أنصح فيها وبشدة! 
اللعبة عجيبة والواحد يتعلم عليها بسرعة. تطيح كذا مرة الى ان تتعلم عليها ومن بعدها تبتدي الوناسة والمتعة بدون نهاية. التعلم عليها سهل والعاملين في المحل طيبين ويساعدون ويشرحون بصورة وافية وسهلة. انصح اي شخص بميامي في هذه التجربة الفريدة.
",1.0
131,"متحف رائع يشرح تفاصيل الحرب الاهليه في امريكا 
بصرحة المتحف رائع جداً. شخصياً استمتعت كثيرا بالمتحف وبالمعلومات القيمة التي يقدمها هذا المتحف. بالاضافة الخدمة الرائعه التي يقدمها موظفو المتحف في حالة السؤال عن اي تفاصيل
",1.0
132,"وقت التحدي والمرح 
اذا كنت محتار في مكان قضاء الاجازة فهذا المكان هو اختيارك الصحيح .فقط اصطحب اصدقاءك او عائلتك بعد حجز التذاكر لأي من العروض المميزة في هذا المكان الفريد .. يمكنك رؤية احد مباريات كرة السلة على ارض الواقع والتي تتميز بالحماس واثارة روح التحدي كما ان هناك عروض فريدة وجميلة لمتعة الجمهور. أيضا من الممكن مشاهدة احد عروض السيرك او العروض الغنائية المميزة. فعلا يستحق الزيارة
",1.0
133,"وجهة سياحية متميزة 
مكان رائع وعلمي يجمع بين المعرفة والترفيه ويطل على مناظر خلابة تجذب السياح من باب التجربة أنصح الجميع بزيارة المتحف كما انه يناسب جميع الفئات العمرية من ذكور وإناث كما يمكن استغلال المكان الجغرافي للموقع في قضاء أمتع الرياضات كالجري وركوب الدراجات الهوائية او صعود الجبال.. أتمنى أن يعجبكم رأيي الشخصي وشكراً
",1.0
134,"نافورة مميزة 
ممتازة جدا تقريبا كل ساعة يكون هناك عرض مع المسيقى الجميله تستحق الانتظار لمشاهدة مناظر خلابة ورائعه
",1.0
135,"مايسوى 
انا ماعجبني و مانصح فيه لانه عباره عن قصه تتعلق بشباب وشلون تطور مستقبلهم الفني مو على ذوقي
",-1.0
136,"مكان يستحق الزيارة 
هو مكان يستحق الزيارة وخاصة للصغار ليتعلموا أشياء مفيدة منه وهو قريب من المواصلات العامة ومكان رائع به افكار جميلة وأشياء ممتازة
",1.0
137,"الفلكلور المصرى 
رقصات من الفلكلور المصرى الأهم سوف تستمتع بجمال والوان هذه الرقصة المعبرة عن اللانهائى والتى لن تجد مثيل لها فى العالم كله
",1.0
138,"مواقع مميزه 
ما اعجبنى حقا هى فكره الموقع كما اننى انوى العوده ان شاء الله
",-1.0
139,"بجد مكان رائع يشعرك بالفخر لكونك مصرى 
بجد مكان رائع يشعرك بالفخر لكونك مصرى ... يظهر مدى الفخامة و الامكانيات التى كنا نمتلكها وقت الحكم الملكى..اتمنى ان يسمح بزيارة او رؤية حدائق القصر للزائرين
",1.0
140,"المنارة الأسلامية 
هو من أهم المساجد الإسلامية الكبري في مصر و العالم الإسلامي على الإطلاق. أقامه جوهر الصقلي قائد الخليفة المعز لدين الله الفاطمي ليكون جامعا ومدرسة لتخريج الدعاة الفاطميين, ليروجوا للمذهب الإسماعيلي الشيعي (الشيعة السبعية) الذي كان مذهب الفاطميين. وكان بناؤه في اعقاب فتح جوهر لمصر في 11 شعبان سنة 358 هـ /يوليو 969م. حيث وضع أساس مدينة القاهرة في 17 شعبان سنة 358 هـ لتكون العاصمة ومدينة الجند غربي جبل المقطم . ووضع أساس قصر الخليفة المعز لدين اللَّه وحجر آساس الجامع الأزهر في 14 شعبان سنة 359هـ / 970م.
",1.0
141,"شلال جميل 
شلال سيلفر في ولاية اوريغون
شلال رائع وجميل وفيه طريق يمر خلف الشلال
قضيت لحظات رائعه وانا استمتع بمناظر الشلال الجميل
وانصح بزيارته
",1.0
142,"اجمل شلال 
واحد من اجمل الشلالات في العالم ومكانه في ولاية اوريغون الامريكية بالقرب من مدينة بورتلاند
ويبلغ طول الشلال ١٨٠ متر وهو عباره عن شلالاين الاول يصب في بحيرة والثاني تحته مباشرة
",1.0
143,"مكان مناسب لمن يريد فن راقى 
مكان مناسب جدا للزيارة ..مكان محترم ..اسعارة معقولة زوار المكان معظمهم مثقفين محترمين مناسب جدا لقضاء سهرة محترمة باسعار معقولة العيب الوحيد الوصول الى الاوبرا يستغرق وقت طويل
",1.0
144,"حفلة الفنان عمر خيرت 
حضرت حفلة الفنان عمر خيرت فى دار الاوبرا وكانت اكثر من رائعة المكان جميل جدا جدا والتنظيم أكثر من رائع أما الفنان عمر خيرت فهو بحق موهبة موسيقية رائعة انها أمسية ممتعة
",1.0
145,"نظرة من الاعلى 
جميله هي القاهرة لن تشعر بها حتى تكون بها وبالنسبه لبرج القاهرة هو فرصة النظر من الأعلى حيث ان موقعه استراتيجي ولابد من زيارة هذا الصرح الجميل
وشكرا للجميع
",1.0
146,"برج الجزيره 
المكان جيد فى وسط القاهره وتشاهد القاهره من اعلى البرج بواسطة المكبر الرحله لم تنتهى فى البرج بل تستطيع ان تؤجر عربة الخيل فى جوله حول البرج لمدة ساعه ونكون مسليه الشىالسلبى طريقة دفع تداكر الدخول حيث يدفع السائح مبالغ اكتر من السعر المصرى ولم نجد مثل هدا العمل فى اى دوله قمنا بزيارتها
",1.0
147,"مناظر جميلة على claer يوم 
زيارة فى يوم صافٍ يمكنك مشاهدة بعض مناظر أخاذة من القاهرة. يمكنك حتى مشاهدة الأهرامات القلعة من هناك. أحضر الكاميرا الخاصة بك، سوف تاخذ بعض من الصور الرائعة!
",1.0
148,"عالمي 
تحفة ومنظر رائع ولا يمكن ان تجد مكان اعلى منه في القاهرة غير المقطم. والمطعم الاساسي اسعاره خفيفة والأآكل متنوع كما انه يمكنك الجلوس في الكافيه في الدور اسفل المطعم بدون اي رسوم
",1.0
149,"مكان جيد جدا 
انه من الاماكن الجيده في مصر لابد من زيارته ولكن لابدمن احضار مياه
احذر من ركوب الخيل والمنحدرات استمتع بالشمس والجو الدافيء
",1.0
150,"الحضارة 
المتحف هو جوهر تاريخ مصر و ينبض بعبق الحضارة المصرية الأقدم في التاريخ و يحتوي علي اروع و اجمل آثار عالمية لن يجود بمثلها الزمان و يحوي آلاف التحف التي يضيق المكان بها
",1.0
152,"متحف عظيم 
مذهل بالاثار الموجودة به فهى تراث عظيم من تراث الاجداد يدل على عظمة الشعب المصرى وعراقته وتميزه من بين شعوب العالم ولكن مع الاسف يجب الاعتناء بالمتحف اكثر من ذلك وخاصة عرض الاثار به لتوازى عظمة وعراقة مصر وشعبها .
",1.0
153,"خبرات السابقين 
هو من المعالم الهامة الواجب زيارتها حين القدوم لمصر حيث العراقة والاحساس بالعظمة ورؤية اثر الاخرين وقدرتهم على الحياة عندها ومدى تطور الانسان المصري القديم ومدى عراقة المصريين
",1.0
154,"جولة لا تفوت 
من أفضل المتاحف في العالم لما تحويه من كنوز أثرية
التنظيم والأمن رائع
لا تتردد اذا كنت في القاهرة اذهب مباشرة الى المتحف
",1.0
155,"الاطباء الفراعنة 
الفراعنة هم اول من عملو جرحات فى المخ والاعصاب وذالك اكثر من سبعة الاف سنة قبل التاريخ والادوات التى كانو يجرو بة الجرحات موجودة فى المتحف المصرى فى ميدان التحرير وهم من قامو بفن التحنيط وقامو بتحنيط ممياء الملوك وهى موجودة ايضا فى المتحف المصرى
",1.0
156,"متحف جميل جدا 
قمت بزيارة المتحف مع اصدقاء لى من انجلترا والمتحف يضم أثار كثيرة ومتنوعة ويحتاج الى مكان اوسع من ذلك التنظيم رائع والحماية الامنية ممتازة اما الاثار فهى رائعة وجميلة ومتنوعة من الاسر الفرعونية وهو ذو طابع خاص باجدادنا ونفخر به
",1.0
157,"جوله سياحية ممتعه 
يجب ان تذهب الى المتحف المصرى مباشره بعد الاهرمات حتى تعرف وتتعمق اكثر فى اسرار الفراعنه وتعرف مدى تفكيرهم وعلمهم
",1.0
158,"يضم عدد كبير من الاثار فى مكان واحد 
المتحف المصري يضم عدد كبير من الاثار فى مكان واحد مما يعطيه طابع خاص ومتعه وتجربة خاصة عند زيارة المكان والذي يؤثر فيك خلال تفقدك للمكان
",1.0
159,"مكان جميل جدا انصحكم بزيارته 
الرحلة كانت رائعة واستمتعت بها كثيرا وخصوصا ابنى الصغير
انصحكم بتجربتها
",1.0
160,"المتحف المصري 
المتحف المصري من اجمل الاماكن في القاهرة هو وكورنيش النيل يتكون المتحف من طابقين خصص الأرضي منهما للآثار الثقيلة (مثل التوابيت الحجرية والتماثيل واللوحات والنقوش الجدارية) أما العلوي فقد خصص للآثار الخفيفة (مثل المخطوطات وتماثيل الأرباب والمومياوات الملكية وآثار الحياة اليومية وصور المومياوات والمنحوتات غير المكتملة وتماثيل وأواني العصر اليوناني الروماني وآثار خاصة بمعتقدات الحياة الآخرى) وكذلك المجموعات الكاملة (مثل مجموعة توت عنخ آمون)
",1.0
161,"حضارة الاف السنين فى مكان واحد 
متحف رائع بكل ما تحملة الكلمة من معانى يحتوي على أكبر مجموعة من آثار مصر القديمة انشىء عام 1906 محتوياتة اكثر من 136 ألف أثر فرعوني
",1.0
162,"هايل وممتاز 
واحد من اكثر الاماكن التي زورتها جمالا"" فى مصر بما يوجد به من اثار للقدماء المصرين الفراعنة وهو يقع فى القاهرة بميدان التحرير الذى يعتبر ايضا من بعد الثورتين المصريتين مكان جاذب للسياح ايضا""
",1.0
163,"احلى ايام 
من احلى الايام اللي قضيتا مع اروع الاصدقاء , متحف ضخم كتير و رائع جدا
يحوي المتحف على اثار كثيرة جدا و يلزم وقت كبير حتى تستطيع التجول في كافة الاقسام اللي يحتويها
يحوي المتحف على زخم كبير جدا من التحف و الاثار المصرية و الحضارة الفرعونية
",1.0
165,"غير مرتب 
المتحف الصري مثل المخزن و المعلومات عن التحف قليلة لكن غرفة المومياء مشوقة و مرتبة المتحف كبير و غير مرتب
",-1.0
166,"المتحف سيء 
المعروضات موضوعة بشكل لا يليق بعظمة الاثار المصرية ، قطاع اثار توت عنخ امون عار على الشعب المصري . لا يوجد اجراءات امنية . اجراءات الامن كارثة
",-1.0
167,"تاريخ مصر 
جاامد. الحاجات اللي جوه كمان جميلة قوي.. كمان المبنى نفسه قديم جدا ويحسسك بالتاريخ فعلا... الجنينة برة كمان حلوة قوي.. وعندك كمان ميدان التحرير
",1.0
169,"مخزن التاريخ و حافظة الآثار. 
أول مرة ذهبت للمتحف كانت 1991 و تكررت الزيارات بعضها مع الاصدقاء و آخرها بعد ثورة 25 يناير 2011. كل من يريد ان يرى من هو المصرى و ما هو تاريخه عليه التجول بين دهاليز المتحف المصرى بادوارة و اجنحته المتعددة حيث تشم عبق التاريخ و روعة التراث و كيف ان الانسان هو الاعجاز و المعجزة. وصلت الى قاعة الذهب و ما ادراك كم الذهب الموجود بها( بخلاف ما نهب من قبل) و اتسال كيف و لماذا و متى ؟ هل فى يوم من الآيام يتم اختراع آلة للزمن؟ سأكون اول من يستخدمها لارى من هم المصريين ؟ أيمن رشـاد
",1.0
170,"من اقدم المتاحف 
متحف الاسكندرية يقع فى وسط البلد وهو من اقدم المتاحف حيث به مجموعة من الاثار اليونانية والرومانية وهو بسيط وليس كبير مثل متحف القاهرة
",1.0
171,"من اجمل مساجد الاسكندرية 
يعد مسجد احمد سالم من اجمل المساجد في مدينة الاسكندرية إذ يحتوي على عناصر معمارية متميزة وزخارف حجرية وجصية وخشبية ونحاسية تتنوع بين النباتية والهندسية والكتابية ، كلهاا منفذة بحرفية شديدة ويروي البعض ان باني المسجد تاجر للزجاج والصيني وانه استعان بالمهنسين الايطاليين لبناء المسجد ،كما انه مدفون بداخله،وتعد مئذنته من اروع ما يوجد في الاسكندرية وبني المسجد عام 1930
",1.0
172,"لن تندم 
سوف تستمتع بكرم الضيافة ورحابة المكان وحسن المعاملة والسعر المناسب ورحابة المكان
",1.0
173,"مناسبة للاطفال 
هى مناسبة للاطفال الصغار لكثرة الالعاب ويوجد بعض من الالعاب للكبار الوقت يمر بسرعة رهيبة عندما تنشغل باللعب وهى مكان مناسب للمرح مع أولادك
",1.0
174,":( 
ابببدا مو حلوة .. ووسخة .. بس الشي الحلو انو كل الحيوانات فيها وحلوين كتير وموجودين بمساحات واسعة ..بس الوساخة فظيعة :( :(
",-1.0
175,"قعدة حلوة على النيل 
مكان حلو للأستمتاع بحفلات الفرق الموسيقية الجديدة والندوات الثقافية او حتى للأستمتاع بالنيل واسعاره رخيصة جدا واغلب الاوقات بيبقى مفيهوش زحمة
",1.0
176,"القاهرة ليلا 
من اجمل الأوقات ان تستمتع بالعشاء وانت بمجرى نهر النيل الخالد حيث ماء النهر والأضواء المنيرة التى يتزين بها ضفاف النهر فما أجمل القاهرة ليلا مع قمرها والأضواء المنعكسة على نهر النيل
",1.0
177,"حياه متكامله للاطفال 
من اروع الاماكن في العالم للترفيه للأطفال مكان تعليمي وعملي جدا للأطفال والاعتماد على نفسهم ويعلمهم اذا ارادوا المتعة او الطعام او الحلوى فلابد ان يعملوا ولابد ان يشاركوا بعضهم البعض فتعلمهم المشاركة والاعتماد النفس وروح الفريق لقد سعدت جدا مع أولادي في هذا المكان وربما كنت اسعد منهم بهذا المكان وبه كثير من المعلومات الصحية والعملية والصناعية مكان ممتاز
",1.0
178,"تحفة من التراث القديم 
به عظمة الاجداد وتاريخ مميز يدل على ان جميع الحضارات القديمة بالعالم اجمع مأخوذه من القدماء المصريين الذين جابوا العالم من مشرقة الى مغربه ومن شماله الى جنوبه ناشرين الحضارة بكل بقاع الارض وعظمتهم فى بناء هذه المراكب ودقتهم فى البناء وتتطويعهم للاخشاب وتشكيلها .
",1.0
179,"مدهش ومزهل 
مكان يبهرك بعظمه الفراعنة الذين هم يسبقون العلم والتاريخ بهذه المركب وكيفيه انشاءها والشكل الهندي الرائع والادوات المستخدمة وتصميم المركبة ونحت الخشب مذهل جدا جدا
",1.0
180,"الابداع التاريخى 
من اجمل ما يبهر المصريين وغير المصرين في صناعته هذا التاريخ الدائم المشرف للمصريين من اجمل ما شافت عينى ومن احسن الصناعات ومن اغرب العجائب وهو أيضا من الأماكن المميزة بالجيزة ويمكنك الشعور بروح المغامرة خلال دخولك الهرم أو ركوب الحصان أو الجمل ويترك لديك شعور جيد من خلال ممارسة هذه الانشطة
",1.0
181,"أكبر مقبرة في التاريخ 
منظر مهيب. تشعر بضآلة حجمك بجانب الهرم العملاق. ما يعيب المكان هو استغلال السماسرة للسياح من قبل حتى أن يدخلوا للبوابة. كما أن المكان يعبق برائحة فضلات الخيول و الجمال التي تنقل السياح بين الأهرامات.
",1.0
182,"عجائب الدنيا السبع 
أحد عجائب الدنيا السبع الجديرة بالمشاهدة، خاصة الصوت والضوء، وعند استخدام الإمكانات الموجودة كركوب الخيل يجب الإتفاق مسبقا
",1.0
183,"من الأماكن المميز بالجيزة 
هرم خوفو من الأماكن المميزة بالجيزة ويمكنك الشعور بروح المغامرة خلال دخولك الهرم أو ركوب الحصان أو الجمل ويترك لديك شعور جيد من خلال ممارسة هذه الانشطة
",1.0
184,"هى دى مصر 
الهرم مش فى بالنا
واكن علينا ان نهتم بمعالم مصر السياحيه لكى نتقدم بهت وسط الدول
وبالمحافظه عليه بالهتمام به وعدم هدمه بالنسياااااااااااااااااااااااااااااااان
",-1.0
185,"هضبة عظيمة لشعب عظيم 
بها من الاثار ما ابهر العالم اجمع تدل على عظمة المصرى القديم وعلى قدرته على تسخير العلوم فى البناء وتفوقهم فى علوم الفلك والهندسة وعلوم الكمياء بالتحنيط وعلوم الفن فى نحت ابوالهول وعظمتهم فى اختراع الالات التى استخدموها فى البناء والفلك والنحت .
",1.0
186,"مصر التاريخ والحضارة 
مصر بلد الحضارات وبها اكثر من ثلث اثار العالم وبالنسبة للاهرامات هى معجزة بكل المقاييس العلمية والفنيه فهو من حيث الشكل اكثر من رائع والبناء الضخم الذى يصعب بنائه بدون امكانيات على يد اجدادنا المصريين
مكان مذهل يجعلك تتامل فى كيفية انجاز مثل هذا البناء الهائل الضخامة والجمال فهو مكان جدير بالزيارة
",1.0
187,"الاهرمات 
یوجد بها احدی عجاب الدنیا السبع وفخرل مصری انها من اگثر الاماگن التی یوجد بها اثار صامدا فی وجه الدهر
",1.0
188,"في ساعه واحدة 
يمكنك زيارة هذا المسجد فائق الروعه من حيث النظافه والعمارة الاسلاميه والموقع الفريد وكانك زرت كل مساجد تركيا في ساعه واحدة وعدت الي القاهرة مرة اخري لاتفوتك الزيارة
",1.0
189,"الاهرامات قد تم بناءها بقوة الهية عظيمة 
مصر بلد الحضارات وبها اكثر من ثلث اثار العالم وايضا اغربهم واضخمهم واغلاهم ثمنا وقيمة .. فمدينة الاقصر بها ثلث اثارة العالم وحدها
",1.0
190,"أكثر من رائع 
هو معجزة بكل المقاييس العلمية والفنيه فهو من حيث الشكل اكثر من رائع والبناء الضخم الذى يصعب بنائه بدون امكانيات كما حدث مع اجدادنا المصريين هو عبقرية الحضارة المصرية
",1.0
191,"معجزة معمارية 
مكان مذهل يجعلك تتامل فى كيفية انجاز مثل هذا البناء الهائل الضخامة والجمال على يد قدماء المصريين فهو مكان جدير بالزيارة
",1.0
192,"التاريخ الحديث 
تراث معمارى ممتاز واكثر من ممتاز يبعث على الراحة بالنظر اليه تحفة معمارية حديثة بكل المقاييس ولكن تحتاج الى عناية اكبر من الدولة وخاصة المنطقة التى حوله
",1.0
193,"الفخامة والعظمة 
هذا المسجد هو مقصد السائحين حيث المتعة بمشاهدة فخامة البناء وعضمة البنائين ودقة لاعمال اليدوية والحرفية التي تزين المسجد صاحب المساحة الشاسعة والارتفاع المهول
",1.0
194,"”من المساجد المصرية الرائعة“ 
قمت بزيارة مسجد محمد علي في القاهره داخل قلعة صلاح الدين الايوبي وهي زيارة لمدة يوم واحد وقد بني علي الطراز الاسلامي التركي في بناء كبير وعظيم يطل علي القاهرة حيث ان القلعة بنيت اعلي جبل المقطم في مكان يشرف علي القاهرة المدينه المصريه ذات الالف مسجد ويعتبر مسجد محمد علي من اكبر المساجد الموجوده بها وانصح من يذهب اليها...
",1.0
195,"وبناة الاهرام فى سالف الدهر كفونى الكلام عند التحدى 
عظمة المصرى القديم فى بناء حضارتة
عظمة المصرى على مر العصور فى الحفاظ على اثار اجداده
",1.0
196,"تحفة فنية 
المسجد مبنى على إرتفاع شاهق ومن الداخل المنظر رائع وهو بالفعل تحفة فنية ومعمارية فريدة يحتوى على الكثير من المشكات ويقصده الكثير من السائحين طوال العام
",1.0
197,"اجمل المساجد واقدمهم بمصر 
مسجد محمد على باشا وهو اشهر واكبر المساجد فى القاهره واجملهم على الاطلاق حيث الروعه بالديكور القديم المبدع ويأتى له الزوار من كل انحاء العالم اجمع
",1.0
198,"فاتح مصر 
يعد جامع عمرو بن العاص فى مصر رابع مسجد جامع اقيم فىالاسلام ، بعد مساجد المدينة والكوفة والبصرة ، فقد اقيم سنة 21 هـ (642م) ، اى انه بنى منذ اربعة عشر قرنا انشأ عمرو بن العاص مسجده فى الفسطاط بعد فتح مصر ، وكان فى اول امره مسجدا بسيطا يغطى مساحة بطول 25 مترا وعرض 15 مترا مغطاه بظلة من الخشب وسعف النخيل قائمة على أعمدة من جذوع النخل وكانت قبلته الاولى غير متجهة نحو القبلة تماما وبقيت كذلك الى ان صححها قرة بن شريك
",1.0
199,"رائــــع :) 
مكان راااائع :)
بحبه من و أنا صغيرة
مريح نفسيًا بالنسبالي :)
روحته مرتيـــن وو
عاايزة أروحه تاني :))
فيه ذكريات حلووووووووووة أوووووى ليا :)
",1.0
200,"مكان رائع 
المكان رائع هادئ ومرتفع و تستطيع رؤية القاهرة منه و المسجد مذهل و هنالك قبر محمد علي و هنالك بالقرب منه المتحف الحربي فلا يفوتك
",1.0
201,"عجيبة من عجائب الدنيا 
لايمكن السفر لمصر بدون زيارة الاهرام عجيبة من عجائب الدنيا ...للاسف لايوجد مكان مناسب للاستراحة اثناء الزيارة ...ومضايقات اصحاب الخيول والجمال شئ مزعج
",1.0
202,"الهرم الثاني .. خفرع 
آهرامات الجيزة هي ثلاثة .. خوفو و خفرع و منقورع ... وهرمنا هذا هو الهرم الثاني من أهرامات الجيزة وهو للفرعون خفرع .. وحجم هذا الهرم هو في المرتبة الثانية من الضخامة بعد هرم خوفو .
",-1.0
205,"لا يوجد حيوانات ومكان مهمل لأقصى درجة 
وجدت الكثير من اقفاص الحيوانات فارغة من الحيوانات ولم أجد الزرافة أصلا وعندما سألنا عليها قالوا لنا انها ماتت !!!!!! وحتى الحيوانات الموجودة مهملة وقذرة للغاية والكثير منها متقدم في العمر ، والحديقة نفسها اصبحت مهملة وغير نظيفة والبحيرات الجميلة سابقا اصبحت مستنقعات وبرك مجاري ومقالب للقمامة ... حاجة تحزن بجد
",-1.0
206,"صناعة السجاد 
بها الكثير من الاثار والاهم بها صناعة سجاد يدوى ابهر العالم بصناعته وهى من المناطق السياحية للصناعات اليدوية من سجاد وملابس شعبية مطرزة انصح بزيارتها والاهتمام من قبل المسئولين بها وتنميتها والاهتمام بنظافتها اكثر
",1.0
208,"مكان طبيعي 
دهشور منطقة غنية من التاريخ والمعالم الأثرية. بل أنها اﻷول هرم حقيقي في التاريخ الهرم الاحمر يمكنك أن ترى الأهرامات أخرى يعود تاريخها إلى فترات تاريخية مختلفة
",1.0
209,"رائعة جدا 
الحديقة فوق الرائعة انا استمتعت فيها انا واولادى واصدقائى واولادهم اخدنا الكثير من الصور الجميلة لاحتواء الحديقة على اماكن واشجار وعدد من النافورات الجميلة كان يوم حلو جدا واتمنى ارره تانى
",1.0
210,"جميلة جدا 
جميلة جدا
كان من الممتع ان يكون لدينا حديقة بهذا المستوى امضيت فيها اوقات ممتعه خاصة النافورة والمطعم اللى على الربوة
",1.0
211,"لقضاء وقت جميل 
حديقه مميزه حيث الموقع أكثر من رائع تستطيع رؤية القاهره من مكان مرتفع. الخضره و الطبيعه و الهواء الطلق يشعرك بالإنتعاش. مشكلته الوحيده فى الأعياد و عيد الربيع حيث يكون الزحام شديد مما يمنعك من التمتع بشطل جيد.
",1.0
212,"حديقة اﻻزهر 
انا زرت الحديقة وكانت روعة وموقع سياحي ممتاز انصح بزيارتة
كانت الحديقة منظمة وواسعة يستمتع السائح فيها .اتمنى الذهاب اليها عند كل زيارة للقاهرة انا وعائلتي
",1.0
213,"اكبر حديقة خضراء فى القاهرة 
واسعة جدا - مبهرة فى خضرتها - هواء نقى - روادها مستوى فوق المتوسط - مكان للجراج - حفلات ترفيهية وغنائية بتذاكر - مطاعم ومقاهى - حمامات
",1.0
214,"مكان رائع للتنزه والاستمتاع بالخضرة والهواء النقي 
مكان غاية في الروعة سواء للعائلة أو للمناسبات أو للأطفال، المزعج فقط هو الازدحام في الأعياد أو أيام العطلة لكن غير ذلك المكان رائع وممتع يطل على القاهرة القيمة من ناحية وقلعة صلاح الدين من ناحية أخرى وبه مطاعم مختلفة ومكان خاص للمناسبات.
",1.0
215,"مكان رائع 
الحديقة الرائعة مع مجموعة متنوعة من كل نوع من وعلم النبات الاقتصادي كما أن هناك بعض المطاعم التي كنت أود إنه مكان رائع للأزواج الاسر للمسافرين الفتيان والفتيات مع بانورامي مدهش من القاهرة خصيصا القاهرة الإسلامية
",1.0
216,"يوم رائع 
يوم رائع فى هذا المكان ولكن اطلب مزيد من الاضاءة لهذا المكان حتى يظهر جمالة اكثر
",1.0
217,"تأمل وأمبهر 
ليس لدي الكثير لأقوله ولكن من المستحيل ان تزور القاهرة ولا تأتي الى هنا هنا رمز مصر وحضارتها  أستمتعت كثيراً والمساحة كبيرة فعليك ركوب العربة التي تجرها الخيول سوف تستمتع كثيراً ولا تنسى ان سائقي العربات يرفعون السعر كثيراً فعليك التفاوض معهم على السعر منذ البداية وسوف يصطحبك سائق العربة الى مركز لبيع العطور الفرعونية هنا فقط اقول لك احذر ان تقع في الفخ
",1.0
218,"مكان جميل 
الفيوم من المحافظات التى تستحق الزيارة لمشاهدة السواقى والبحيرة والمناطق الاثرية محافظة جميلة تجمع بين الماضى والحاضر وهى قريبة من القاهرة لرحلة اليوم الواحد
",1.0
219,"من المساجد المصرية الرائعة 
قمت بزيارة مسجد محمد علي في القاهره داخل قلعة صلاح الدين الايوبي وهي زيارة لمدة يوم واحد وقد بني علي الطراز الاسلامي التركي في بناء كبير وعظيم يطل علي القاهرة حيث ان القلعة بنيت اعلي جبل المقطم في مكان يشرف علي القاهرة المدينه المصريه ذات الالف مسجد ويعتبر مسجد محمد علي من اكبر المساجد الموجوده بها وانصح من يذهب اليها يكون معه كاميرا لتسجيل الصور التذكاريه الجميلة داخل المسجد وخارجة وخصوصا في البرجوله التي تطل علي القاهرة الكبري
",1.0
