text,polarity
"ماكونالدز هو ماكدونالدز 
يتميز ماكدونالدز بالبطاطا المميزة .. حيث انها لا تقاوم .. والإضل بطاطا من بين مطاعم الوجبات السريعة .. دائما يقدم عروض .. والأسعار جيدة جدا.
",0
"موقع غير مناسب ومقهى مزدحم 
موقع غير مناسب ومقهى مزدحم
يقع ستاربكس كيفان في نادي الكويت الرياضي علي طريق الجهراء وملاصق لنادي بلاتينيوم
المنتجات لاتختلف عن ما في باقي الفروع الخدمة الذاتبة جيدة
لا اعتقد انه يستحق الزيارة طالما ستاربكس منتشر بالكويت في كل المراكز التجارية
هنالك ايضا مكان للجلوس خارج المقهى و
على هنالك الكثير من الطلبة
رواد هذا المقهى
",0
"يوم مختلف 
الطعام جيد ولكن الاسعار مغالي فيها .. وهو مكان للشباب اكثر ويفضله اولادي أكثر مني .. يحبون زيارته باستمرار.
",1
"خوش مطعم 
خوش مطعم واكله لذيذ وحلو
وقعدته حلوه وجوه حلو
",1
"ليس كما تعودت عليه في السابق 
ليس كما تعودت عليه في السابق
الخدمة جيدة ولكن ينبغي ان تكون أفضل
الطعام في حدود المعقول والمقبول
الموقع غير مناسب
السعر معتدل.
اعتقد ان خدمة التوصيل للمنازل افضل
",0
"تقيم 
طبعا المكان ما في مكان الواحد يسفط السيارة وان كان موفرين واحد ياخذ الطلبات ولكن الدوريات ما تخلي احد ولكن الاكل جدا اصيل فلافل وحمص وفول ما يعلى عليه ولكن وقف بعيد واكل عنده خاصة بالاشتى ما يطوف
",1
"احمد رضا 
تستاهل الخير
صراحه ده أفضل مطعم يعمل فلافل وفول بالكويت وموقع بعد ممتاز بالشرق
وفي معلم بالمطعم اسمه احمد شرف
هذا ماشاء آللـّہ عليه رجل زوق ومحترم
",1
"بوفيه افطار تعيس !!لايناسب السعر والاكل غيرذواق لالبناني ولاشامي !القهوة التركيه (اسبرسو)! 
المكان بارد صحون المقبلات شكلها تعيس !بصراحه لا انصح به في رمضان !للحقيقه قبل رمضان كان افضل احسن شئ في هذا المطعم شكله القديم يناسب قهوة تركية مظبوطة مع صوت فيروز صباحا !!!
",-1
"عجيب 
اظن ان المطعم يستحق الزيارة اكثر من مرة , الاكل ممتاز جدا الخدمة جيدة ز اجواء المطعم شبابية لا اعتقد انه يصلح لعائلة بسبب الزحمة و ضيق المكان. دائما ما يتطلب الانتظار من 15 الى 45 دقيقة
",1
"المرسى قمة وروعة 
حجزنا طاولة لعدد أربع أشخاص وكانت البداية بالتمر والقهوة ثم
بالمقبلات ثم الاطباق الرئيسة تلاها
أطباق الحلويات والفاكهة والشاي
الخدمة رائعة وممتازة والطاقم القائم على الخدمة ودود ومتميز. الطعام كذالك جيد جدا
وكل الخدمات مشمولة بالسعر
لنا عودة بأذن الله
",1
"مطعم جيد في هوليدي ان السالمية 
هذا المطعم لبناني مستواة جيد للأ طمعة اللبنانبة وقد لي الفرصة لتناول الافطار مع اثنان من الاصدقاء ويقوم بتقديم الفطور الشرقي واللبناني وومع الاسف فقد قيمت مطعم ماكي بالخطأ بدلا منة ,ارجو ان لا تتكرر
مع خالص تحياتي وأعتذاراتي
",0
"بعض الأحيان جيد وبعض الأحيان غير جيد 
المطعم جميل وله مستقبل اذا تم اصلاح الأخطاء , العمالة غير ماهرة , طريقة ارسال الطلب غير متحضرة وتتسبب في أخطاء كثيرة ومحرجة , زرت المطعم كثيرا ولم يكن مستوى الأكل متشابه في كل زيارة , مرات يتم ضبط الأكل ويكون لذيذ ومرات اكثر لايتم ضبط الأكل ويكون غير لذيذ .
",0
"يستحق التميز بجدارة 
قررنا نحن كأصدقاء ثلاثة ان نتناول عشاءنا في مغل محل شرق
الخدمة رائعة والطعام كذالك حيث كان طلبي أنا وصاحبي برياني سمك والثالث مشاوي دجاج
مع المقبلات والمشروبات و لم يكلفنا اكثر من ١٤ دينار
الموظفين ودودين وخدمتهم سريعة
كل هذا يدعونا لأن نفكر بزيارته مرة اخرى
",1
"تقيم 
موقع جدا ممتاز واستقبالهم جدا مميز وطريقة تقديمهم للاكل او العروض دائما فيه لمسه وجرسونات جدا مميزين بالتقديم والنصيحة
",1
"غداء 
تغدينا انا وزوجتي في يوم الجمعة.
اخذت انا شاورما لحم وشوربة عدس وكلا الطبقين رائع.
زوجتي اختارت بابا غنوج ومسخن وكذلك كانا لذيذين.
الملاحظة الوحيدة هي ان الاطباق كلها مالحة زيادة.
العاملات القليبينيات كانوا لطيفين
المكان نظيف
",1
"جيد لتناول الحلا والقهوة 
جيد لتناول الحلا والقهوة
بعد العشاء في ردهة المطاعم توجهت لهذا المقهى
لتناول الكريب بالنوتيلاً القهوة
الخدمة جيدة والطاقم راقي
والطعام جيدكذالك
",0
"ليلة هندية 
الطعام رائع .. والسعر مناسب والخدمة جيدة وسريعة.. ويوجد كبائن خاصة للمنقبات .. والأصناف متنوعة تأتي اليك علي الطاولة ويتصاعد منها البخار بطريقة رائعة.
",1
"مصخره 
مصخره حيييل و قزز مو طبيعي عجبني كل شي بالمطعم و اكله حلو و الشباب حلويين و الطاقم حلو  من ناحية الاكل نظيف و خفيف ولطيف انصح فيه و بشده  بس كان في عيب واحد الا و هو الشريمب كان فيه ريحة سفره و اما الباجيي كللل شي كان حلو و مرتب و الاكل كانت كمياته حيل حيل حيل حلوه و وايده اتمنى من الكل يزروه و يحلي بالمطعم اللي يمه اللي اسمه كاكاو روم
",1
"مطعم امريكي رائع 
مطعم رائع له العديد من الافرع بدولة الكويت لكني شخصيا قد جربت فرع المارينا اكسينت عدة مرات من حيث النظافة والتعامل الرائع من طاقم المطعم وقائمة الطعام المتنوعة وذات المذاق الرائع
",1
"الأكل ممتاز وذات مستوى راقي ولكن !! 
السلام عليكم المطعم ممتاز جدا من ناحية جودة الطعام ولذيذ جدا ولكن الطاقم سيء وغير مرتب وفي هالمطعم عيب مشهور وهو تأخير الطلبات بشكل مبالغ فيه جدا جدا , مع ان الطعام الي طلبته جاهز من البار ولكن لااعرف سبب التأخير , وأسعارة مرتفعه جدا مقابل كمية الطعام القليله المقدمة لنا .وأتمنى منع التدخين في المطعم بالكامل لراحة ونظافة واحترام أكثر .
",0
"تقيم 
الاكل شعبي ممتاز من الدرجة الاولى ممكن تقول عنه اكل بيت بالاضافة مصداقيتة لأنواع المواد المستخدمة بالطبخ ويصلح جدا للطلبات الخارجية والعزايم ما يفشل بالمرة
",1
"مطعم تراثي حلو 
مطعم اكلات تراثية جميلة، مشكلته الزحام الشديد وكذلك افضل زيارة له في نظري وجبة الغداء في وقت باكر تفاديا للزحام والانتظار
",1
"تقيم 
مكان ومنظر جدا جميل واكل دايما رائع ونظافة جدا مميزة والاستقبال جدا راقي من الباب الى الطاوله وان كان من البياخة مرات الأغاني الي اليحطونها في شهر رمضان
",1
"افضل المشاوي 
من اهم و ابرز مطاعم الكويت للمشاوي لقر اتمه ما يقارب 25 سنه في الكويت هو مطعم لبناني لاباس به ولاكنه يتحره جميع المطاعم في جميع الاوقات سعره معقول اكله معقول انصح به لمحبين الشوي وصحتين
",0
"سوق سمك 
المطعم اكله جيد ولكن المكان غير راقي وزحمة والطاولات غير منظمة وكانك في سوق سمك
",0
"من افضل مازرت وتذوقت 
لقد زرنا كافيه بارديسو بعد ان اشادت به مديرة الفندق الذي نقيم به وقد كانت زيارتنا له من اجمل ماحصل لنا في زيارتنا لمدينة كيب تاون انصح به وبقوة
",1
"مطعم هندي وتركي 
مطعم حلال في وسط مدينة كيبتاون قريب من لونق ستريت. اعجبني برياني الخضار.لديهم كل ماتريد من خبز وعدس ورز ومشويات وسمبوسة _فلافل وحمص لم تعجبني _ المكان غالبا مزدحم يوجد جلسات بالاعلی .الحلويات الهندية لم تعجبني .اسعارهم رخيصة والكمية مناسبة.لديهم ايسكريم تين رائع ولذيذ لا تفوتونه
",1
"غاااالي 
له فرعين واحد بسوق كازينو والثاني بين ادرللي ولونق سترييت .اكلنا بلونق ستريت بعد صعوبة في ايجاد المكان والصعود اليه كنت اتمنی يعطونا تمر بما اننا برمضان وجايين وقت الفطور .اكل لذيذ .المطعم مظلم .غاااااااليييي جدا
",0
"تصرف غريب ! 
بعد التجول في بوكاب اردنا الاكل في هذا المطعم .دخلت وسلمت لم ترحب بي العاملة ولم تبادرني بمالديهم بالرغم من وجود زبائن بالمطعم .طلبت شاهي وقائمة الطعام فرفضت ..قد يكون الوقت غير مناسب لا اعلم .اشترينا ماء فقط وخرجنا .لم تطلب منا حتی الجلوس !
",-1
"مطعم اسماك حلال 
مطعم اسماك ممتاز قائمة الطعام بالصور لسهولة الاختيار .له عدة فروع ودائما مزدحم .يوصل للمنازل.سعره مناسب .لديهم بقلاوة لذيذة العاملين لطيفين
",1
"مطعم دلعونه 
يعتبر الاكل دلعونه بجد نوعيه مختاره من اللحوم وانا من اول يوم افتتاحه ذهبت اليه ولازالو محافظين على جودة الاكل يتميزون بالنكهه اللبنانيه نظافه وجو حلو وممتع وهم الاكل ممتع
",1
"رخيص،طعم عجيب،قعدة حلوة 
عجييب وانصح الكل فيه والباستا أحلى شي فيه ممتازة وانصح فيها، مشوياته عادية وفيه خيارات حلوة لوجبة الغداء
",1
"أطباق جديدة خيالية 
كلما اذهب إلى ماكى اعرف بأنني سوف اتفاجاء بأطباق جديدة ولكن هذه المرة كانت المفاجأة الأكبر إذ أنني قد تناولت طبقين جديدين. الطبق الأول يسمى وفا ماكي والطبق الثاني يسمى بورتبللو بلاك انجس تيبانياكي . هاتين الطبقان كانا روعه ن
من حيث النكهة وفن التقديم
لا يطوفكم هذان الطبقان...
",1
"مطعم من الطراز الممتاز! 
كانت هذه هي الزيارة الأولى لي لهذا الطعم وكانت مفاجأة بكل المقاييس ! الديكور عصري وغير ممل كالمطاعم اليابانية المتواجدة في البحرين. الخدمة كانت خمسة نجوم. أما الأكل فقد كان المفاجأة الكبري إذ أن الأطباق كانت خيالية من ناحية الطعم وكلها من إبداع المطعم وغير تقليدية.
",1
"المكان هادئ ورومانسي 
المكان حلوو والأكل رووووعة.. أنصح به لمحبي الماكي والسوشي.. سلطة كرسبي هي السلطة المفضلة لدي... الخدمة جيدة والسعر مرتفع نوعاً ما
",1
"الطعم اللذيذ 
الطبق الذي لا اسأم منه هو البرياني بالدجاج او اللحم بدون عظم طعمه خيالي و اسعاره مرتفعه قليلا و لكنه يستاهل بسبب لذه اطباقه.
",1
"تجمع كبير للمطاعم 
هذا التجمع للمطاعم يوفر تنوع كبير من مختلف الأكلات لترضي مختلف الأذواق .. فهناك مطعم للوجبات السريعة ومطعم مشويات (المنقل) وهناك مطعم ايراني ومطعم اسماك ومأكولات بحرية ومطعم باستا ...الخ. من المؤكد أن أحد هذه المطاعم سيقدم ما يحوز على رضاك
",1
"زعلان 
ان زبون دام ولكن تفاجات من احد حراس الامن يرفض دخولي بسب انه لا توجد معي عهيله او بالمعني الصحيح بنت وان دوما بمفردي رغم اني التزم بجميع التعليمات من حيث الملابس والا احترام
",1
"جميل ولكن، 
مع كل الاحترام والتقدير لتقييم رواد المطعم الكرام، لدي عدة ملاحظات: ١. المطعم حسب تقييم تريب أدفايزر هو الأفضل على مستوى المنامة وهذا ولا شك فيه اجحاف كبير في حق مطاعم أخرى. ٢. ربما يكون أفضل مطعم ياباني في البحرين لكني أرا مستوى الأكل عنده عادي ولا يستحق كل هذه المبالغات. ٣. جربت عنده الكالفورنيا ماكي وطبق آخر وأكاد أجزم انه ليس الأفضل في هذين الطبقين على الأقل. ٤. طلبت حلى، ما يحضرني اسمه لكن يجي ثلاث كرات ايسكريم تحتها باستريز وكان جداً عااادي. ٥. التصوير في المنيو جداً احترافي لدرجة انك لما تشوف الطبق في الواقع يجيك احباط. ٦. ما وجدت مبرر عقلي واحد ان النادلات لابسات الى نص الفخذ، ليييش بس ليش؟ ٧. أقترح انهم يلغون البار اللي فوق أو يرحلونه فوق السطح اهم شي اللي رايح يعبي الطاسة ما يمر المطعم قدام عوايل محترمة. تحياتي لكم جميعاً،
",0
"اكل ماكي لا يقاوم 
أنا من رواد المطعم من زمان. الشي المميز عند ماكي مقارنة بالمطاعم الأخرى أنه نوعية ألمكونات عندهم دائما من ممتاز الى الأفضل ! وكمان دايما بيفاجئوني بأطباق جديدة و مبتكرة ! الحقيقه صار لي سنوات آكل مع عائلتي من المطعم وولا مرة حسيت بالملل . انا من عشاق الأكل الصحي و ماكي صراحه هو رائد بالأكل الصحي الطيب. عنهم أطباق كثيرة غنية بكامل المكونات الصحية مثل طبق تارا تو ، اوليفر سلاد ، كنوه سلاد ، عامر ماكي، نانو ماكي، كنوه بورتبللو مشروم ... الخ الأطباق المذكوره خفيفه جدا وفيها كامل العناصر الصحية من معادن وفيتامينات و بروتينات ...وأهم شيئ أنها طيبة وما بتتقاوم ! يعني ما في شعور بأي ذنب بعد الأكل
",1
"اروع طعام الياباني في البحرين مطعم ماكي 
منذ فترة لم ازر هذا المطعم بسبب سفراتي خارج البحرين. هذه المرة طلبت من النادل اختيار الأطباق حسب ذوقه وأردت ان اجرب كل شيء جديد . والنادل ما قصر واحضر لي ولضيوفي أطباق جديدة لذيذة جدا ! كانت المفاجأة الكبرى هي وجود خمسة أطباق من الكنوة الصحية كانت غاية من الإتقان والروعة. انصح كل من يحب الأكل الصحي واللذيذ ان يجرب هذه الأطباق الشهية . اما عن الحلو فجربنا الحلو الجديد العجيب واللي اسمه دوسان ! بصراحة مذاقه فوق الوصف! اذا ما رحت ماكي بعد وانت في البحرين، يعني كانك ما شفت مطاعم البحرين !
",1
"مكان هادي ورايق 
مررره مرررره المكان عجبني وسوالي زوجي بعد قلبي اهو احلي سبرايز يوم وداني هالمكان مرره يحننن واحواء ولا اروووع انصحكم تزورونه حبيت جلسات ابحديقه الي بررره بس داخل نوذاك زووود الجلسه برره خيال
",1
"ليلو يعني البحرين 
ببساطه ان لم تزر ليلو ولم تتذوق حلواه الفاخره وتحتسب قهوته الرائعه ولم تجلس في هذا المكان الانيق المبهج فانت لم تزر البحرين الزحمه موجوده في فرعين العالي والعدليه لذا لاتتعجب ان لم تجد قطعتك المفضله من الحلوى وستضطر ان تاخذ غيرها لتعلم ان الحظ يقف في صفك دائما في كل مره عندما تزور هذا المكان
",1
"كافيه ولا اروع 
كافيه ليلوروووعه بمعني الكلمه وسلطة سيزرديه حكايه تانيه وكلوب ساندوش عجيب حده والتركش كافيه بعد حلو بس ابي ينقص المحب الواي فاي
",1
"مقهى رائع بالعالي بالقرب من مجمع السيف 
مقهى رائع بالعالي بالقرب من مجمع السيف
حاولنا انا وعائلتي الحلوس اكثر من مرتين حتى استطعنا بالنهاية الجلوس لبعض الحلويات والمشروبات الساخنة
المقهى رائع لكن مزدحم دائما لذا لا اري اني احيذ العودة له مرة اخرى الا في ايام عادية
",1
"Masso 
ذهبت المرة السابقة الى العشاء مع أصدقائي الذين يحبون كثيرا الأكل الاوروبي . اعتقدت ان هذا المطعم يقدم أفضل الأكلات الأوروبية من قراءة الريفيوز ولكن كانت الصدمة كبيره اذ ان الطعام كان دون المستوى والخدمة كانت سيئة للغاية . لم يكن هنالك اي انتباه او عناية من لنادلة! هذه الزيارة بالتأكيد ستكون الآخيرة ولا تستأهل ! لا انصح بهذا المطعم إطلاق
",-1
"الافضل كمطعم هندي 
كل شيء رائع كجوده اكل ولكن الزحمه والسعر قد يصدمانك ومع ذلك فالمطعم جدير بالزياره والاكل وفير والخدمه متميزه
",1
"الذ اصابع جبن 
المطعم ايطالي الخدمه ممتازه وسريعه موقعه مقابل السيف سنتر عندهم اصابع جبن لذيذة جدددددددددددددددددا والستيك ايضا لذيذ كمطعم امريكي ايطالي يعتبر الافضل في البحرين
",1
"استمتعت بالطعام 
ذهبت اليه اكثر من مره مع خطيبي و كذلك مع والدي و ذهبت مع اصدقائ و لقد استمتع الجميع بالطعام
و لم تكن الاسعار مرتفعه بل كانت جيده .
",1
"مطعم الفردوس من افضل الطاعم الهندية بالمنامة 
مطعم الفردوس من افضل الطاعم الهندية بالمنامة
رقم واحد شارع الحكومة عند تقاطع الشيراتون
المطعم نظيف وجيدة من المطاعم الحديثة
تناولت برياني سمك وشوربة فطر مع خبز
الخدمة جيدة والموظفين ودودين
",0
"أكلات إيرانية مميزة 
زيارتي الاولى للمطعم أعطتني دافع ورغبة لتكرار الزياره مره آخر وذلك لما وجدته من أكلات إيرانية مميزة وخدمات راقية .. بصراحة أعجبني المطعم والأكل والخدمات المقدمة والديكور و والألوان المريحة .. أتمنى التوفيق والأفضل لهذا المطعم الراقي
",1
"مطعم من الطراز الممتاز للأكلات الايرانية 
المطعم ممتاز وراقي من جميع النواحي : من ناحية الاكل فهو ممتاز ومن ناحية الخدمة فهي على مستوى خمس نجوم ، أما من ناحية الديكور فهو جميل وراقي ويفتح النفس .
اتمنى التوفيق للمطعم .
",1
"أكل لذيذ..وساحرة 
الأجواء عامة وايد حلوة..... موسيقي هادئة ..الإضاءات عجيبه..السيرفس ممتاز ..الأكل منوع جدا و وايد لذيذ كل شي كان حلو يعني. ان بغيت أكل إيراني حلو انصح بها لمطعم 👫
",1
"ممتاز 
الغرف ممتازه والفطور خيال ومتوفر فيه كل الخدمات ...حمام سباحه ومساج ..الميزه إنك في وسط مجمع ستي سنتر وكل ما تحتاجه موجود
",1
"بوفية فطور روعة 
بوفية فطور روعة
نزلت في الصباح الباكر
وكان البوفية غير مزدحم
والاختيارات كانت كثيرة
والفطور ممتع
الطعام جيد واكثر الخدمة ممتازة المكان روعة
التجربة كلها تستحق التكرار وان شاء الله عائد مرة اخرى
",1
"جيد جدا 
الديكور رائع والبوفيه كان جيد جدا .. كبسة الدجاج كانت ممتازه جدا .. و السلطات جيده جدا .. البوفيه غير متنوع وهذه ملاحظه .. لكن بالنسبة الى السعر معقول جدا .. كل شي كان ممتاز والخدمة ممتازة .. بالتوفيق
ام تركي :)
",1
"It's the best thai restaurant 
انه حقا المطعم التايلندي الأولوالأفضل في البحرين من ناحية طعم الأكل وأفضل الأسعار كذلك الموظفين ايضا كانوا في تقديم الخدمة الممتازة
",1
"الطعام الهندي المفضل لدي 
احب الاكل الهندي كثيرا وهو المفضل لدي البرياني لذيذ جدا جدا جدا مع البهارات والسبايز
فعلا المطعم مميز
",1
"مطعم اكثر من رائع 
بوفيه اسماك وجمبري و محار متنوع طازج و لذيذ
السعر مناسب جدا
انصح به
المكان نظيف و ديكور جميل
ملاحظة واحدة المدخل يحتاج لتحسين
",1
"مكان كلاسيكي جيد 
رغم مدخله "" عن طريق باب المصعد بالخارج "" إلا أن ديكور الداخل منسق وجميل بشكل راقي
كما أن طعامهم من الأسماك الطازجة التي يتم اختيارها من قبل الزبون ومن ثم اختيار نوع الطبخة
",1
"جوني روكرز امواج 
مطعم فريد من نوعه يحضر الوجبات أمامك ويعد من الوجبات السريعة الأمريكية الطعم رائع وكذالك لديهم نكهات مميزه ، الخدمة لديهم جداً رائع جميع العاملين مبتسمين الجو العام مطل على البحيره لأقون أمواج يوجد مكان للتدخين في الخارج جو يناسب العوائل والشباب
",1
"لذة الطعام 
مطعمي المفضل .. احب الطعام الامريكي كثيرا وفرايديز يقدم لي الطعام بلذة كبيرة
لذذذيذ جدا جدا جدا جدا
احبه كثيرا
",1
"إذا تحب الجديد روح أهناك 
أتريد أن تعيش تجربه أمريكية جديده من نوعها وخدمه مميزه و تحب الطعم الامريكي عليك بزياره بنيجانز لانه افضل مطعم أمريكي زرته في البحرين
",1
"ديكور راااائع وأكل عاااادي 
المكتوب واضح من عنوانه، الديكورات جداً رااائعه صراحة ما عمري شفت بهالروعة لكن الأكل عادي جداً ( ماكي أفضل من ناحية الأكل). وجهة نظري انه مكان جذب سياحي أكثر منه مطعم. بعدين ليش النادلات الاناث لابسين الى نص الفخذ بينما النادلين الذكور متسترين؟ يا تعرونهم كلهم يا تسترونهم كلهم من باب المساواة والابتعاد عن التسليع ؛).
",1
"اجواء ساحرة و اكل لذيذ 
الاجواء عامة وايد حلوة .. موسيقى هادئة .. الاضاءات عجيبه .. السيرفس ممتاز .. الاكل منوع جدا و وااااااااايد لذيذ كل شي كان حلو يعني ان بغيت اكل ياباني حلو انصح بهالمطعم ♥
",1
"جميل جدا 
تجربه كانت جميله واطباق لذيذه يستحق الزياره مره اخرى
",1
"جيدا جدا 
الاسعار متوسطة ليست بالغالية ولا بالرخيصة، يوجد كراسي كما يمكن الجلوس على الارض في الطابق العلوي الخدمة ممتازة و العمال ودودين
",1
"مقهى روعة 
مقهى روعة
اضافة ولمسة جديدة تستحق الزيارة
قمنا نحن ٣اصدقاء بها
الي هذا المقهي
اعجبني تشيكلات الحلويات والايسكريم
طلبنا قطعتين من الكيك وقهوة وشاي
وجلسنا بالخارج
ضايقنا الذباب ولكن بسبب الجو المعتدل في هذة الفترة من العام
ونرجو تجد الادارة طريقة في هذا الامر
",1
"موقع ممتاز وأكل جدا طيب 
يمتاز بالعديد من أصناف الحلويات وقد اخترنا نوعية شوكولاتة جدا طيبة ، عادة ما يكون مكتظاً بالزبائن في العطلات
",1
"لذيذ من اسمه 
مكان رائع نتذوق فيه الذ ما طاب من الشوكولاته من مشروبات و طعام و حلويات و كيك و خاصتا الكرواسون بالشوكولاته و الجيز كيك و شراب الشوكولاته الساخن يمي اريد الذهاب اليه كل اسبوع .و لكن يجب عدم الاكثار من الحلويات خوفا من السمنه و السكري.
",1
"أكل ممتاز ،، قيمة عالية نوعاً ما 
قمت بتجربة اللحم البقري (الستيك) الجنوب افريقي و الامريكي كلاهما لذيذ جداً و ساخن و طري ،،، سعر الستيك يتراوح من 11 دينار بحريني حتى 25 دينار بحريني
",1
"أفضل المطاعم اللبنانية 
مطعم لبناني غني عن التعريف له أكثر من فرع حول العالم موقعه بالضبط عند المواقف الخلفية لمجمع العالي
فيه جلسات داخلية وخارجية ودور ثاني يقدم المأكولات اللبنانية على صوت فيروز
اكله ممتاز والخدمة رائعة والجو العام حلوو.
",1
"افضل مطعم في البحرين 
قد تستغرب ان قائمه الطعام المعقده لن تعطيك ايه خيارات غير الستيك لكن الاكل خورافي في كل شي من الهمبرغرات الى الدجاج بالاضافه الى وجود الذ ستيك ستاكله في حياتك ديكور المطعم الجميل مع الخدمه المميزه بالتاكيد ستنسيك غلاء اسعار هذا المطعم
",1
"زحلة 
زحلة من افضل المطاعم في البحرين من حيث الخدمة وطريقة التعامل ونوع الطعام وانه مطعم عائلي وطريقة تعامل الموظفين وخصوصاً السيد سمير وطريقة اداء عمله بكل رقي والمدير ربيع في اهتمامه واستقباله شكرا لكل الموظفين
",1
"افضل مطعم 
من افضل الاماكن والمطاعم بالبحرين اللي ازورها فعلاً لم اجد اية ملاحظات سواً في الاستقبال او الخدمه الراقية وخصوصا من السيد وسام
",1
"ممتاز 
مطعم رائع ومميز بكل محتوياته وخصوصا الماكولات الشهية المميزة واخص بالذكر المشويات .اتمنى لذا المكان الرائع دوام التقدم والتمييز اشكر جميع القائمين عليه وخصوصا مديره الرائع في تعامله وكل العاملين وخصوصا وسام على تعامله المميز
",1
"مطعم رائع واكابر 
خدمة و اكل منوع رائع طيب جدا
مع الشكر الجزيل للمستر وسام الخدوم جدا
وسهرات متميزة . واسعاره جدا مناسبة
",1
"أفضل مذاق 
مطعم راقي ومميز رائع بكل شئ الطعام مميز ولذيذ شكرا للشيف المبدع بالإضافة لحسن التعامل الراقي من قبل العاملين جميعا حيث تقضي أمتع واجمل الأوقات التي لاتنساها وسط جو عائلي مميز ....شكرا وسام لحسن التعامل
",1
"مطعم اجمل من الرائع 
تشرف بزياره المطعم والخدمه الممتازه من الاخ سمير والطاقم العامل على نجاح المطعم الجو مرره روعه للعوائل ومكان محترم واسعاره جداً كويسه
",1
"مطعم رائع 
زرته جدا ممتاز والاكل لذيذ ويمتاز الطاقم باأخﻻقهم الرائعة وكذلك فخامة المكان وروعته في جو مفعم بالحيوية
",1
"ممتاز اتمنى له التوفيق 
ممتاز احب ان اتردد على هذا المكان كئيرا انا وزوجي وبناتي
تمنيات القلبية له بالنجاح والتوفيق واتمنى زيارته هذه الايام ان شاء الله
",1
"work 
مطعم زحلة في البحرين انه من افخم المطاعم الشرقية وافخرها يقدمون اطيب الماكولات ، فيه تحلو السهرات الجو فيه ممتع من حيث الموسيقى الشرقية فيه والعازف على الة الاورغ الذي يضفي على السهرة جو من المرح والفرح ، انه مطعم مميز بحيث انني كلما زرت المنامة لا يمكن الا وان اقضي فيه بعض السهرات
",1
"لذيذ ! 
الطعام لذيذ جدا ، طلبنا عدة اطباق مشكلة وكان كل الاكل لذيذ ، والجلسات الخارجية في الشتاء رائعة ، يلاحظ بعض الازدحام رغم اني زرته في منتصف الاسبوع وفي وقت مبكر (السابعة مساء) ، عند خروجي كان الازدحام شديد في المطعم والشارع لذلك يرجى الاخذ بعين الاعتبار التوقيت ، شي اخر : الاسعار جدا مناسبة !
",1
"من أفضل مطاعم المنامة! 
هذا المطعم بدون مبالغة هو من أفضل مطاعم المنامة. يقدم وجبات شهية جداً ويدخل في عملها مكونات طازجة .. اذا كنت ستذهب في عطلة نهاية الاسبوع فسيكون المطع مزدحم ولربما تحتاج الى الانتظار لوقت طويل.
",1
"المطعم جميل وبسيط 
كل شيء جميل ورخيص في هذا المطعم الطعام منوع والاسعار رخيصه في هذا الشارع الفخم الزحمه ممله ولكم لاباس من الانتظار للجلوس والتمتع بالطعام الجميل
",1
"لمحبي اللحوم والتغيير 
هذا المطعم البرازيلي فريد من نوعه في طريقة تقديم الطعام .. حيث يكون هناك البوفيه المفتوح، وبعد ان تنتهي منه،، يمكنك وضع العلامة الخشبية في وضع معين بحيث ينتبه المضيفون إلى استعدادك لتلقي انواع اللحوم! هناك اصناف عديدة من اللحوم، منها ما لم أذقه إلا في هذا المطعم ، فهناك لحم الغزال ولحم النعام وانوع اخرى كثيرة جداً .. تجربة رائعة خصوصاً لمحبي التغيير في الطعام
",1
"شوكولاته لذيذه 
فوندو الشوكولاته لذيذ جدا في ماياااا، وكيك السوفليه ايضا لذيذ وساخن ، ليست التجربه الاولى ولن تكن الاخيره
",1
"مكان مفضل 
الاسعار غاليه جدا و لكن الطعام لذيذ و الجو هناك رومنسي و هادىء و لا يوجد اطفال العرب المزعجين و المكان كله اجانب و افضل شيئ الخدمه و الطعام لايعلى عليه و خاصتاً الستيك المشوي الاصلي.و هو من اول المطاعم التي افكر الذهاب لها عند الشعور بالحنين لطبق ستيك.
",1
"ليس لذيذ 
الطعام ليس لذيذ اي وجبات الغذاء والعشاء حتى المقبلات ليست لذيذة لم يعجبني من هذه الناحية ولكن الشاي والمشروبات والحلويات لذيذة جدا جدا
",0
"مطعم لبناني 
مطعم لبناني يقع في مجمع الشيرتون من دورين الدور الاعلى للشيشه الديكورات كلاسكيه هادى الطعام جيد الكميات معقوله الخدمه بطيئه نوعا ما انصح به
",1
"nice blace 
المكان جدا رائع ويستحق التجربة ............
اجواء رائعة ......
قائمة متنوعة من الوجبات ولذيذة للغاية ...........
الاسعار مرتفعه بالمقارنة مع نوعية الأكل المقدم
",1
"أفضل مطعم ومكان إيطالي 
المكان جميل والاطلالة رائعة والديكور رائع والموظفون ودودون ولكنهم قليلون المينيو مكتوب بأسماء إيطالية والمينيو شي غير طبيعي وجميع الأطباق لذيذة جدا جربت عندهم شوربة الفطر وموزاريلا وطعمها رائع وكذلك قدموا لي خبز طازج بالفرن كتقديم ترحيبي مجاني ، وجربت اللزانيا وطعمها لذيذ وكذلك الفوتوشيني والبيتزا الايطاليه الرائعه والبطاطا .. وسعر المطعم مقبول وليس مرتفعا أنصحكم به لمتذوقي الطعم الايطالي الجميل
",1
"بندروزا 
ندروزا هو مطعم عائلي من الدرجة الأولى استمتعت أنا وعائلتي بطعم الستيك و بالإضافة الى أن أطفالي قضو قوتاً مرحا هناك
",1
