polarity,text,restaurant_id,user_id
-1,"الدجاج واللحم المستخدم يبدو انه من اردى الانواع .. الطعم غير جيد ابدا  
  
 الباقي ممتاز الخبز السلطة البطاطس ..  
  
  
 بصراحة ماعاد يعجبني مثل قبل .",68,4930
1,"المكان سيئ 
 الاسعار نوعا ما مرتفعه على وجبات برجر 
  
 لكن الحق ينقااااال البرجر رهييييييييييييييييييييب خصوصا الي بيف احلى من الدجاج  
  
 طبعا البرجر كبييييييير ويكفي لشخصين والبطاطا المقليه كمان كبااااار (كل شي عملااااق)  
  
 احلى شي برجر فيول مونستر",1412,12852
-1,البطاطس المقلية فقط هي الشي الوحيد اللي عجبني،لكن البرجر للأسف دسمة للغاية,1412,7543
-1,"هذا المطعم زي ما تفضلو اخواني جتنا عليه ايميلات وتحمسنا ان بيفتح وفرحنا ان فتح !! 
 ولكن انصدمت لما طلبنا منه .... !!! 
  
 ماشوف ولا ايجابيه وحده بصراحه ! 
  
 وسلبيّاته واجد ، أولها الطعم / وهو الاهم .. بصراحه طلبنا برجر دجاج وبرجر لحم ، الدجاج يمشّي الحال وابدا مو زيّ ماتوقعنا واللحم زفررر وماقدرنا ناكل منه ابد !!! والفرنش فرايز مره كبير حيل وماله طعم .. !!  
 الحجم / عملاق يمكن يناسب الشباب مادري ........... !! 
 السعر / مبالغ فيه باعتباره مطعم فاست فود. 
  
 تجربه ابداً مو حلوه ولا يمكن أكررها.",1412,2652
1,فروعه في الرياض 3 وكلها قريبه من بعض وبعيده علينا كثير جربته كم مره لأنه حلو للتخفيف وأكل لذيذ من باب التنويع في الأكل بس فروعه شويه جداً.,68,696
1,من المطاعم المشهورة بنظافتها وخفة أكلها ولذة طعمه,68,4643
1,"يمتاز باستخدامه للخبز الاسمر&quot; البر&quot;  
  
 مع امكانية اختيار المكونات التي تريدها  
  
 خيار ممتاز للباحثين عن الشبع دون الاحساس بالذنب",68,3153
1,موقعه جيد وديكور المحل حلو وخدمه جيده بس اهم شيء يلي هو الاكل برضو طلع جيد علما بأني جربت برجر الدجاج &quot;رائع&quot; وبرجر الخضار &quot;نص نص&quot;، الفرايس برضو جربته بس ما عجبني. على كل حال تقييمي لهذا المطعم بأنه بشكل عام جيد,1412,6579
-1,"اول زيارة لي كانت لحمة البرجر ناشفة و التجربة كانت سيئة. 
  
 زرت المطعم مرة ثانية لأتأكد, و حصلت نفس النتيجة. 
  
 الأكل غالي, الصوص حقتهم مافيها فرق عن صوص الثوم حق الشورما, الخبزة مليانة سمسم مع اني احب السمسم لاكنة واجد, ريحة الطبخ فايحة, المطعم مافية حمام!!!!!! 
  
 فدركرز افضل منه بمليون مرة. 
  
 فيه مطعم برجر ثاني اسمة (فات برجر) مقابل شرطة الخبر, بس لسا ما فتح",1412,95
1,http://amori.me/?p=908,1412,4336
-1,"زرت المطعم زيارة ثانيه اليوم  وطلبت البرجر بدون ثوم (بدون ايولي صوص) فكان الطعم جيد جدا  
 اتمنى منهم: 
 ١- تخفيف السمسم فوق الخبز او توفير خبز بدون سمسم لم لا يحبه 
 ٢- ايجاد طبق فرايس باضافات مثل التشيلي تشيز لان الفرايس عديم الطعم 
 ٣- تحسن تهوية المطعم فرائحة الطبخ مقززه (اتوقع انهم يستخدمون زيت كانولي الصحي لكن رايحته متعبه) 
  
 اشكرهم علي وجود الشباب السعودي اللبق والمحترف في طاقم العمل",1412,1118
-1,"والله كان افضل مطعم عندي 
 وخاصة وقت الفطور 
 لكن الحين كل شيء تغير 
 الحشوة حبتين كأنك تطرهم",68,2516
-1,"مطعم فاشل 
  
 الأكل بارد  
  
 والحشوات سيئة الطعم",68,2412
-1,جربت صب واي في الكويت وكان لذيذا جدا..رجعت الرياض واتجهت بحماس بناء عن تجربتي السابقه ولكنني تفاجات جدا الخبز مختلف وسئ ومع طلبي للتسخين تاتي السندوتشات بارده..,68,2196
1,"الحقيقه كنت امقت كماهو الحال لكل السعوديين الساندويتشات البارده 
 ولكن في يوم من الايام اردت تجربته وهنا بدأ العشق 
 جربت اغلب الساندويتشات لديهم ولكن الافضل هي البي ام تي الايطاليه 
 طعم رائع وتنوع في الاضافات والصوص 
 خبز طازج مخبوز امامك في المطعم 
 اسعاره جيده مقارنة بمن يحاول تقليدهم! 
 جربتهم في لندن واخذت ايضا البي ام تي ونفس الطعم الرائع 
 صب واي سيغير مفهومك عن الساندويتش البارده لانها ليست بارده كما يظن البعض ولكن هي ليست ساخنه جدا!! 
 يستحق التجربة بالتأكيد",68,467
1,أعجبتني السرعه في تقديم الطلبات .. الديكور جميل .. الطعم الرائع,1412,2716
1,"ساندويش ١ متر رهيييييييييييييييبة صراحة و ألي مسافرين أهله و لا عنده أحد يطبخ و ينفخ يجرب ياخذ وحدة و يحطها بالثلاجة وكل ما جا وقت الأكل لا تطلع ولا شي خذلك قطعتين و ياسلام ، المشكله ما حطون إلا الأكلات البارده يعني وداعاً يا كرات الحم . 
 ملاحضه : الطلب قبل بعدة ساعات .",68,2018
-1,"حقيقة كان الأفضل بلا منازع لدي لمدة سنوات.. 
 أما هذه السنة تسممت منه مرتين!! ((الفرع المقابل لجامعة الامير سلطان- الرياض)) 
  
 لا أدري مالذي تغير لديهم لكن لم يعودوا كالسابق للاسف:(",68,1082
1,من جد انا احب السندويش تحس اكل نظيف ومثالي من جد,68,1359
1,تذوقوا ((منهاتن))  ((ودجاج ترياكي))و((التونه)) روعه بلا منازع,68,1645
1,تعجبني جميع سندويشاتهم وخاصةا لترياكي مع التشيز مرررره عجيبه,68,1324
-1,"فيه له فروع مو نظيفه ابدا والذبان تلاقيه فوق الاكل 
 وفيه فروع نظيفه &quot;هذا الي يضايقني منهم",68,1236
1,"صراحةً هالمطعم رائع. 
  
 أولاً : أسعارهم معقولة نوعاً ما. 
  
 ثانيا: أكثر ما يعجبني فيهم هو نظافة الأكل لديهم. 
  
 ثالثاً : يتوفر لك تختار اللي تشتهي من الخضار وغيره. 
  
 رابعاً : سريع جداً ^^. 
  
 خامساً : ديكور المحل جميل. 
  
 سادساً : العمال محترمين. 
  
 سابعاً : خبزهم رائع. 
  
 ثامناً : حرارة السندويش تكون برأيك أحيان تطلبه ساخن يأتيك جداً ساخن ^^. 
  
 والبوتوملاين : يستاهل 8 من 10",68,1111
1,"جربته في المرة الاولى .. كان صدور دجاج وكان بارداً وغير شهي 
  
 في المرة الثانية جربت الدجاج الترياكي .. كان لذيذاً بعد أن سخنه في الميكرويف 
  
 الغريب أنه الموظف لا يسأل عن تسخين الساندوتش ويفضل تقديمه بارداً !!!",68,357
1,"احبه لسبب مهم وهو ان مافيه زيوت ولا قلي . 
 والسبب الاخر انني اختار الاضافات من الخضار والجبن والصوص . 
 تنوع في الخبز وافضل البر (الاسمر) ممتاز ولين (سهل البلع ). 
 والنظافه مهمه ....واحب اجمع الملصقات وبعد جمع 8 ملصقات تاخذ ساندوتش مجاناً. 
 اسعاره معقوله وارخص من جاره كونزاص صب. 
 عنده الساندوتش العملاقه وصينيه الحفلات تصلح لحفلات النجاح للصغار بدل الهمبرجر والبيتزا المشبعه بالدهون ، وطريقتها حلوه واسعاره مناسبة. 
 وعندهم تشكيله كبيره وفيه ساندوتش دايت .",68,833
1,"مؤخراً صار يوفر كيك muffin 
 بالشكولاته وبالبلو بيري .. 
  
 الكيك مستورد من امريكا ، و بـ 4 ريال القطعة الوحدة ، 
  
  
  
  
 ابداُ لاتفوت علييك فرصة تذوقه :d",68,405
1,"لديهم صحن السلطة مميز جدا  بقيمة 11 ريال 
  
 يقترح إضافة ملعقتين تونة وقطعتي جبن   
  
 الصوص المقترح : ثاوزن آيلاند   
  
 ( طبقي المفضل )",68,233
1,"قمة و عظمة على عظمة .. 
  
 فرش و جمال و أخلاق و مافيش زيه :P",68,191
1,"صراحة انا اكلت من هذا المطعم ولاول مره!!!!! امس بعد ما شفته في قيم صراحة علطول رحت له وطلبنا وكلش لكن انا اللي ابهرني نظافة المطعم+ طريقة الطلب ونظافة حتى العمال تشوفهم يلبسون قفازات المهم اكلنا وخلصنا لكن المصيبه انهم هم اللي اكلوا مو انا 
  
  
 كنت مريض بالحمى الله يكفينا ويكفيكم الشر صراحة ما تهنيت في اجمل مطعم ذقته    (((بعد كودو)))  
  
  
  
 وشكرا…",68,9526
-1,"بعد ما نمل من اكل المطاعم نروح لصب وي  
  
 لا يخلو كل شهر من وجبه واحده من صب وي",68,4446
1,المطعم خسر ومغلق ... شيلوه من القائمة,667,21098
1,"لمحبي اللحوم هذا المطعم يقدم كل انواعها لحم الاضلاع والمشوي المغلي بانواع من الصلصات  
 يسير المطعم علي اتكيت واسلوب مميز   
 في البدايه يقدم خبز مدور محشي بالجبن يقدم ساخنا وتطلب معه العصير الذي من القائمه  
 جربت عصير برازيلين ديلايت حلو  
 بعده تزور بوفيه السلطات والشوربه وهو بحد ذات مشبع لتنوعه  
 يليه تقديم البطاطس والارز والصلصات الثلاث وبعض الموز المقلي :-) 
 عند دخولك ستقدم لك بطاقه لكل شخص بلون احمر واخضر فأن قررت بدأ تناول اللحوم تقلب البطاقه للجهه الخضراء وان قررت التوقف عن تناول اللحوم تقلبها للجهه الحمراء -أن قررت بدأ تناول اللحوم سيتم احضار اسياخ اللحوم واحد تلو الاخر البقري , الغنم, الديك الرومي , الربيان , الهامور , الدجاج بمختلف نكهاتها حسب ما علمت منهم يوجد  15 نوع من اللحوم المقدمه  
  
 من الافضل زيارته في حاله الجوع الشديد -اسعاره مرتفعه مقارنه ببقيت مطاعم المجمع  
 تقريبا  15 دينار للفرد - نظافه - خدمه - اضاءه وجلسات مريحه  
  
 لابد لزئر المطعم من حنكه :-) وعمل توازن بين ما يتناوله فلاطباق واللحوم تأتي تباعا حتي تشعر بأنه لا مجال للمزيد -تشغبل جميع الحواس ضروري في هذا المطعم :-)",667,423
1,المطعم ممتاز و  لذيذ,667,21814
1,بليز  وين الموقع في اي حي,667,20082
1,حلو بس المشروبات ماهي مره,667,1089
1,"أكلت في المطعم قبل فترة و كانت تجربتي معه رائعة ..  
 أبهرتني فكرة الكروت &quot;الكرت الأخضر و الأحمر&quot; و كذلك بوفيه المشاوي .. 
 الديكور كان مقبول .. 
 جودة الأكل جيدة جداً  
 و الكوكتيلات كذلك .. 
 الخدمة و النظافة 10/10 
 أسعاره مقبولة إلى حدٍ ما ..  
  
 راح أرجع له مرة ثانية ..",667,524
1,"صراحه مطعم راايق و هادئ و رومانسي حيل و اظن ممنوع دخول الاطفال . 
  استقبال و ذوق و اكل حلو خصوصا اللازانيا و رز بس ما ادري وش اسمه (نسيت) و شموع و حركات يعني بالعربي لا يروحه الا اثنين بيجلسون جلسه رومنسيه . 
 سعره فيه و خدمته راقيه.",1895,7055
1,"أفوكادوا مطعم للوجبات السريعة و يقدم تشكيلة من السندويشات بالإضافة إلى العصائر الطبيعية المطعم نظيف  
 و الإستقبال جيد من قبل الموظفين  
 إلا أنه دائما مزدحم مما يؤثر على سرعة تلقي الطلب  
  
 طبعا سندويشاته مشبعة خصوصا إذا أخذت الحجم الكبير 
  
 أنص بتجربة سندويشة الكرومبوو المكونة من الدجاج مع صوص مخلوط بالزعتر",1895,4972
1,المطعم جيد ونظيف ويقدم وجبات وعصيرات يتميز عن غيره وبصراحه انا يعجبني  لكن اللي مستغرب منه انه مطعم وجبات سريعة وساندوتشات والغريب ان البعض يقول جلسات وشموع ورومانسي   مدري يمكن يكون في مطعم ثاني نفس الاسم,1895,19460
-1,I don’t think Pastiche cafe is the right place it’s not classy at all and what’s made it worst the people works there my god I can’t believe some one could be that rude I think they brought them from camps around greater Amman and the first time I went it was with my friend and they said it’s for family only the second time I was invited to meet another friend and when they sow the Porsche they changed their mind about the whole idea of family place god don’t go there,749,2466
1,"ان كنت من محبي التجربه فالطعم المكسيكي مختلف  
 جربت عندهم كويسديلا جراندي خبزه كبيره محشوه بالجبن مع شرائح اللحم والفلفل والطماطم والمشروم ومغطيه بالصلصه والكريمه الحامضه ومعها سلطه -لازم تجربونها  
 ولمحبي الخفايف اعتقد انشيداس هي المناسبه خبزه كبيره بداخلها سلطه اذا ما خاب ظني هذي هي",396,423
1,"أنا من محبي المطاعم الأيطالية ومطعم (ماكروني جريل) من أفضل المطاعم الإيطالية الموجودة في مدينة الدوحة. تجد هناك جلسات بداخل المطعم وجلسات خارجية بمحاذاة الممر في المجمع نفسه (ليس في الهواء الطلق). الأطباق لذيذة جدا والخدمة جيدة ولكن في الفترة المؤخرة لاحظنا بعض التأخيير في تقديم الأطباق للطاولة. النظاقة ممتازة والأسعار مرتفعة نوعا ما .. حالها حال أغلب المطاعم في الدوحة. 
  عند جلوسك على الطاولة يحضر النادل لوحة كبيرة بيضاء ويضعها على الطاولة وبعضا من أقلام ألوان الشمع ... وأجد الفكرة جميلة لتمضية الوقت مع ابنائك في الرسم والكتابة على الطاولة حتى تجهز الأطباق.  
 المقبلات لذيذة جدا منها الكالاماري المقلي مع الليمون وصوصالتارتار ... كما يوجد هناك جبنة الموزاريلا المقلية (أنصح بها) وسلطة الجريجير 
 كما تجد هناك البيتزا بأنواعها وأطباق الباستا 
 وبالنسبة للحلويات تجد كعكة الليمون (ليمون باشين) من أطيب ما ذقت.",584,2707
1,"المطعم بشكل عام : 
 القعده  
 الخدمه 
 المنيو 
 الأكل من ناحيه الطعم والجوده  والتقديم 
 النظافه 
 كلها روووووووعه 
 يستحق الزياره",584,562
1,"أكل نظيف وطعم لذيذ ونكهات أصيله  
 اتمنى يستمر على وضعه",584,29842
1,"مطعم رائع من جميع النواحي 
 اكل وخدمة واسعار 
 وانا اشوفه افضل مطعم ايطالي",584,4472
-1,"زرته قبل سنة وكان جيد الى حد ما، لكن زيارتي امس غيرت نظرتي. 
 للأسف لا اذكر اسم طلباتي جيداً، احداها كان دجاج مع الرز، وصف الطبق كان مليئ بالنكهات المميزة لكن الطبق الفعلي كان عادي للغاية ويميل الى اكل المستشفيات :) 
 كما طلبنا انا وصديقي عصيري منجا واناناس وللأسف تفاجأنا بانها معلبة وليست طازجة!! 
 التقديم بشكل عام مقبول لكنه ممل وتقليدي للغاية. 
 لم اكره المكان لكن لا اعتقد اني ساعود اليه.",289,169
1,"بشكل عام الطعام لذيذ والخدمة جيدة وسريعة 
 الجو العام,,, هاديء ومريح 
 الاسعار .. متوسط الى مرتفع",289,1324
-1,"فرررررررررق وفرق كبير بين باباجونز اللي هنا بالرياض وعن البحرين تقولن كانه بيتزا ثانيه كأنه مطعم ثاني  
 انا اتكلم عن اللي بمجمع السيف  
 1- عندهم شطه مميزه في علبه مستورده غير اللي هنا يحطون لك شطة كريستال  
 2-اللي بالبحرين عندهم  جبن بارميزان وشي ثاني بالثوم مرررررررره خطير تحطهم على البيتزا لو حبيت هم زي اكياس السكر والملح .. اما اللي هنا الظاهر وكيلها بخيل لأنه مره سألناهم عنهم قالوا ماتجينا هذي والبيتزا النحيفه نادره عندهم. 
 3- اللي بالبحرين سلطتهم تحسون انها طازجه ... اما اللي هنا قالو ماعندنا خير شر  
 الزبده مطعم اللي هنا فاشل بالنسبه لي",98,562
1,"باباجونز السعودية  قد لا يكون بمثل جودته في الخارج.. و هذه صفة عامة لكل مطاعم المملكة بلا استثناء                                                                                                                                                                                                                                                       فلا بد ان تجد مثلا فرقا في حجم المنتج ,او سعره ,او طعمه ,او جودة الخدمة,                                                                                                                     و لكن ان عدنا الى المملكة فهو حاليا الافضل بين مطاعم البيتزا من جهة نظري الشخصية .         كما انه مطعم البيتزا  الوحيد الذي يقدم صلصات وصوص في علب خارجية لاضافة النكهة حسب الطلب ... و شكرا",98,2815
1,"حقيقة البيتزا مرة مميزة فيه وأفضله عن بيتزا هت ودمنوز بيتزا وبيتزا إن  
  
 أنا إعتدت أطلب منه لما أنزل إجازات في جدة بس والله لما جربته بالبحرين فرق كبيرررررر 
 وسؤال أكرره مع كل المطاعم ، ليش المطعم العالمي لما يدخل السعودية بخرب ؟",98,980
-1,"صراحة كنت اعشقه عجينة لذيذة  
 حشوة كثيرة وطازجة 
 الدسم قليل لأبعد حد 
  
 الآن العجينة واضح مثلجة والحشو اللحم احلف انه منتهي ريحته وطعمه مقرفه وغير قابله للاكل اعطيته بستي مارضت تآكله",98,33102
1,من افضل انواع البيتزا السريعه   احب البيتزا الحارة من عندهم واصابع الجبببن,98,29891
1,بابا جونز من اطيب مطاعم البيتزا,98,18629
-1,خلاص يا جماعه بابا جونز سكروا فى الرياض بس حد بعلم ليش كده؟,98,7429
1,"البيتزا عجيبة وهشة 
  
 والطعم ولا اروع",98,6917
-1,ماتعجبني البيتزا حقتهم احسها صلصة طماط  يعني صلصة الطماط كثيييييييييييره طاغيه على نكهة الاشياء الثانيه,98,1324
-1,"دخلت عندهم في ظهيرة أحد الأيام الحارة .. 
 انتظرت أحد العمال لكن لم يأتيني أحد!! 
 كنت أرى عامل يعمل من بعيد لكنني أحسست أنه مشغول.. 
  
 اكتشفت فيما بعد أنه العامل الوحيد في المطعم !! 
  
 جلست قرابة النصف ساعة في الإنتظار والإستلام .. 
  
 ذهبت للبيت لآخذ وعد على نفسي بعدم التجربة مرة أخرى .. 
  
 كل شيء فيهم سيء .. : (",98,148
1,"افضل مطعم عندي في البحرين 
 من ناحية الاكل والجودة والخدمه وكل شي 
  
 المطعم فيه اكل صيني وتايلندي وياباني وهندي يعني آسيوي 
 اسعاره متوسطه 
 انصح بالدجاج مهراجا ونودلز الارز الياباني 
 اضافه الى اطباق السوشي",397,4133
1,"من احلى المطاعم اللي في البحرين 
 لأنها تجمع اكثر من مطعم تحت سقف واحد 
  
 صيني - ياباني - لبناني - ايطالي - وساندويشات - وعصيرات",473,1950
1,"جربته لما كنت في جنوب افريقيا 
  
 ترى المطعم جنوب افريقي 100% ليس برتغالي  
  
 اخذت لي صلصات البري بري معاي وانا راجع لوووول 
  
  
 صراحه رائع",306,2510
1,"كانت تجربي الأولى له في مدينة بينانج في ماليزيا .. 
 لحظة جميلة جدا و أنت ترى الشيف يقوم بشواء الفروج أمامك و بإسلوب إبداعي , ثم يغرس على كل نوع من الفروج علامة تدل على نوع التتبيلة و مدى حرارتها !! :) 
 كان مذاق رائع جدا للفروج المشوي و بتتبيلات متنوعة . 
  
 أعدت التجربة و لكن في فرع الرياض , خاب ظني فيه , لم يكن بالمستوى الذي وجدته في ماليزيا .. 
 لا أعرف , لكن ربما عدم الإقبال عليه في الرياض أثر على مستوى الخدمة و الطعم ..",306,135
1,مطعم ممتاز ونظيف وبصراحة احلي شي المقبلات,306,27147
1,بصراحة المطعم مررره جيد بس ياليت تقوليلي وين موقعة في جدة,306,26640
1,السلام عليكم    اكلهم لذيذ جدا بس شكل ماعندهم من دون فلفل يعني الفلفل فيك فيك  مشاويهم حلوة    ولكنه جميل ويستحق التجربة,306,12360
1,"فرع الرياض للأسف تسكر نهائي 
  
 ونطالب بأنه يفتح ولكن بطاقم أفضل من السابق 
  
 كان وجهتنا للأكل الحلال في لندن 
  
 مايمر يوم الا وأحنا مارين عليهم لدرجة انهم حفظونا وصارو تقريباً يعرفون طلباتنا ^ـ^ 
  
 ذقت عندهم فروج الدجاج لذيذ وساندوتش الدجاج برضو لذيذ وخاصه مع الصوص الحار مرره 
  
 المكان والديكور كان مرتب 
  
 والجرسونات كان تعاملهم جداً راقي 
  
 النظافة كان مستواها عالي 
  
 اتمنى أكرر التجربه كل يوم ولكن للاسف لا يوجد له فروع بالرياض :(",306,852
1,"قبل يومين جربت فرعهم في دبي طريق الشيخ زايد ... الأكل كان أكثر من رائع وخدمة سريعة و محترفة . 
  
 الصراحة أنا أعتبره من أفضل المطاعم إذا ما قورن بـ شيلز أو أبل بيز أو روبي تيوزدي . 
  
 قبل سنتين جربت فرعهم الي بـ منشستر ... بس الي بـ دبي أزين",306,4475
1,"هذا هو المطعم الذي لا يوجد في قائمه الطعام الخاصه به الا الدجاج ! &quot;لا ادري عن القوائم في العالم العربي، لكن هنا في بريطانيا لا يقدم الا الدجاج&quot; 
 مذاق الدجاج مع ناندوز اكثر من رائع ! 
 من جوانج الدجاج الى البرقرز او الفروج الكامل مع الجوانب من الشيبس مع بهارات ناندوز الحاره ! وايضاً مع الرز ! 
 اشهتر ناندوز وبقوه هنا في بريطانيا خصوصاً مع صلصاته الحاره واللذيذه مع الطعام ! 
 جوانح الدجاج هي امر مستلزم مع اي طلب وايضاً برقر الدجاج لديهم اكثر من رائع ! 
 مطعم انصح به وبشده !",306,172
1,"المطعم في مكان متميز (( شارع العليا )) 
 الجو الداخلي من جد يعطيك شعور رائع ،، 
  
 بصراحة البيتزا فيه لها طعم غير ،، 
 جربت عندهم انواع كثيرة من البيتزا ،، 
 مافي شي عندهم ما اعجبني من البيتزا (( من ناحية الطعم والجودة )) 
 إللي ضايقني عندهم إن البيتزا اصغر من غيرهم ،، 
 يعني البيتزا الوسط ،، كأنها صغير عند غيرهم ،،، 
  
  
 ما ادري هل ذاك اليوم الشيف مو مروق !! مدري :) 
  
  
 ممممممم 
  
  
 متميزين بالأطباق الجانبية ،، 
 الباستا انواع واشكال ،، 
 جربت الكثير منها ،، 
 روووووعه ،، 
 بس ما اعجبتني بودرة الجبن إللي فوق ،، :( 
 ريحتها مش ولا بد ،، 
  
  
 في نوع من الباستا بكريمة بيضا ،، 
  
 شي جناااااااان ،، 
  
 المقبلات ،، حدث ولاحرج ،، 
 اجنحة دجاج ،، 
 اصابع موزورولا ،، 
 بصل ،، 
 بطاطس ،، 
 وكثيييير اشياء ،، 
  
  
  
  
  
 كان عندهم  ف يالطرف محل يبيع آيس كريم داخل المحل ،، 
 بس مالقيته آخر مرة !! 
 هذا الثاني كان روعه ،، 
  
  
  
 يعني زبدة الكلام ،، 
  
 مطعم يستاهل الروحة ،، ويستاهل يكون نوع من التغيير  
  
  
 تحية",49,276
1,"اوافقكم الرأي المطعم خرافي سواء البيتز او الباستا ،، والمقبلات  
  
 واكثر شئ اعجبني انه لو تبي نوعين بيتزا وانت تكفيك حبه وحده ممكن تخلي البيتزا الوحده مقسومه بانص نوعين مختلفين :D  
  
 صرت اسويها دايما : ) عندهم",49,279
1,"ألذ شي : 
 1 - فيجتبال كلاسيك : عباره عن بيتزاء خضار جداً لذيذه . 
 2 - بيتزاء بالباذنجان .. لا يغركم الشكل ، طعمها مجنون . 
 3 - الباستات حقتهم مره حلوه . 
  
 جلساتهم : مو مريحه مره  
  
 أسعارهم : رخيصه ! يعني أطلب و أنت مرتاح : ) 
 3 بيتزاء + 3 باستا = 200 ريال !",49,264
-1,مدحه لي واحد ورحت لفرع شارع انكاس . اول مالاحظته رائحة عرق داخل المحل بشكل مقرف . الذباب متواجد . طلبت بيتزا اكسترا (الظاهر هذا اسمها) قال مافيه لحم قلت حط دجاج حط بدال الدجاج قطع هوت دوغ !! والببروني حاط مارتديلا . مطعم فاشل وغالي ايضا ولن اكرر زيارته ابدا . وانا اعتقد انه سيغلق بعد فتره بما انه بهذا الشكل .,49,4930
-1,"هو عبارة عن مطعم تايلندي.. كان وكيل لبيتزا هت في تايلند  لمدة 25 سنه  وبعد ال 25 سنه رفضت بيتزا هت تجديد العقد حسب شروط معينه فما كان من صاحب الامتياز الا ان قام بتصميم  ماركه جديده وتحويل جميع فروع بيتزا هت السابقة الى فروع بيتزا كمباني.. اعتقد ان فواز الحكير لما زار كان متفاجئ بانتشار الفروع وظن ان الانتشار نابع من نجاح. 
  
 في رأيي انها أسؤ بيتزا ذقتها. صور المنيو حلوه والواقع مختلف. كلما اطلب شي في الصورة شهي ولما يجيني يكون قبيح ولا له طعم.",49,947
1,"بالنسبة لي هم أفضل بيتزا بالسعودية. 
 يعجبني التشيز وبالباربكيو تشكن.",49,33504
1,الطلب كان نوعين من البيتزا: دجاج باربكيو والنوع الثاني نصفين مختلفين  Half n half  خضار كلاسيك ودجاج مع باذنجان  والعجينة سميكه  وطبق مكرونه مع صلصله بيضاء وربيان مقلي   العجينة الرقيقة اتوقع افضل من السميكه  والربيان شكله غريب لا اتوقع انه ربيان  طلبنا بطاطس مقلي، عادي جداً مافيه اي شي مميز، ليتنا طلبنا شي آخر  غيره    والبيتزا كانت جيدة، خاصة الي تجي معها باذنجان   مكان الأكل عادي جداً المفروض يهتم فيه لانه فرع رئيسي ومع ذلك الطاولة كانت غير ثابته والجدران المحيطة غير نظيفة    لا اتوقع اني أزور المطعم مره ثانيه,49,5195
1,بالعكس اشوفه ممتاز .. انا دايم اروح الفرع اللي بعزيز مول .. صراحه نظيف وخدمتهم ممتازه واسعارهم معقوله واكلهم لذيذ ..    خصوصاً طلبي المعتاد اللي هو : ماكرونه بالسبانخ وبيتزا بالباذنجان .. هذول الاثنين صدق لا يفوتونكم ادماااان ..    هذا رأيي والناس اذواق,49,18390
1,"زرت المطعم مؤخرًا فرع مجمع الظهران 
  
 بإختصار لا تطلب غير بيترا لأن الطلبات الثانية مو بالمستوى المطلوب 
  
 جرب مكرونة الفوتيتشيني و كانت عادية جدًا و طلبت خبز فرنسي بالجبنة و الديك الرومي برضو كان عادي 
  
 و طلبت بيتزا دبل بيبروني و كانت ممتازة",49,417
1,"عندهم بيتزا بربيكيو الدجاج طعمها خيااااال مع اطرااف الجبنه  
  
 وبعد جوانح الدجاج مع صلصة الباربيكيو مررره حلووهـ",49,3459
-1,"اول شيء لا انصح بزيارته في رمضان خاصة على الفطور لأنك فعلا تحس انهم يتصدقون عليك تاكل قطعه البيتزا وتجلس تنتظر متى يحن المباشر عليك ويحضر لك الاخرى  
 باختصار استعداداتهم في فطور رمضان مخيسسسسه 
 ولا في قرار رادع للمدخنين داخل المطعم  
  
  
 ولكن في غير رمضان هادئ وجميل وبعض انواع البيتزا ممتازه وبعضها عجين في عجين",49,41034
-1,حقيقتا المطعم زمان كان حلو الان اصبح جدا سيئ ولا يستحق الزياره لم يبق منه الا السمعه زيوت في زيوت هت وان ودومينوز احلا منه بكثير,49,39535
1,"فرع الدمام فود بلازا كان هادي ونظيف والاكل طازج ولذيذ 
 المنيو متنوع وسلطاتهم روعه",49,39155
-1,"من اول ما فتح ونحنا نروح علية 
 البيتزا عندو كانت رائعه وفي الباستا والمقبلات 
 بس من حوالي سنتين خرب وصرت رايح عليه حوالي ٤ مرات واكلة مو زي اول ابدا 
 الخدمة جيده جدا بس لو ما عجبك شي لا تشتكي للمدير لانه من جنبها",49,38741
-1,"نصيحه 
  
 اي شي يسخنوه ليقدموه لا تطلب 
  
 والباقي ماراح اقول ممتاز كثير عليهم - لابأس 
  
 === 
 تم تعديل العنوان لمخالفته ضوابط المشاركة. - الإدارة",49,33635
1,فرع صحارى بلازا المارقريتا واكسترا تشيز جمممال  مره مدري وش لقفني وانا رايحه ازور مريض بالشميسي واشوف المطعم واخذ منه مارقريتا بالعربي الله يكرم النعمه:(,49,32684
-1,جربت من عندهم سلطه السيزر بسس وكانت سييييئه للغايه .. مايونيز وخس 😷,49,29891
-1,"لا نظافة ولا طعم  
  
 يا خسارة فلوسي بس",49,15126
-1,كنت معجب بهذا المطعم خصوصاً بالرياض، لكن جربت فرع الظهران المول وكان سيء جداً بدءاً من جودة الطعام إلى الخدمة السيئة والسيئة جداً .,49,160
-1,مطعم غير  نظيف جداً جداً جداً ، وأول زيارتي كانت سيئة وغير جيدة ،، والكراسي حديد غير مريحة توجع الظهر ، والمكيف خربان فطسنا من الحر وإنا نأكل ،، ويوم دخلنا الحمام نغسل لين السقف يخر مويه ، والبلاء يوم جاب الطلب  لقينا في الطلب شعرهـ !! ما أدري من وين جت؟؟؟؟  يعني وش هذا نسكت على كل شئ إلا الاكل، مطعم سئ ولا أنصحكم بالذهاب إليه وأول مرة وآخر مره أروح له .....,49,14189
